timestamp,window_id,seq_ratio,avg_irr,unique_ratio,irr_0_1k,irr_1k_10k,irr_10k_plus
1774424679.396888324,331,9843,3314240,10000,0,0,10000
1774424679.411862940,332,9844,2698410,10064,0,0,10000
1774424679.429390550,333,9841,2884672,10000,0,0,10000
1774424679.444151296,334,9844,2775360,10000,0,0,10000
1774424679.459854171,335,9843,3355888,10000,0,0,10000
1774424679.476454078,407,9843,3169984,10000,0,0,10000
1774424679.478283469,336,9844,3168048,10064,0,0,10000
1774424679.493820130,337,9844,2541926,10000,0,0,10000
1774424679.508911840,338,9844,3016800,10000,0,0,10000
1774424679.537798658,339,9843,3043632,10000,0,0,10000
1774424679.552749320,340,9844,2703424,10064,0,0,10000
1774424679.568206641,341,9843,1877760,10000,0,0,10000
1774424679.582731750,342,9844,3428992,10000,0,0,10000
1774424679.597890837,343,9844,2508432,10000,0,0,10000
1774424679.612883985,344,9844,3188891,10064,0,0,10000
1774424679.627968298,345,9843,2354669,10000,0,0,10000
1774424679.642598123,346,9844,2264224,10000,0,0,10000
1774424679.657413854,347,9844,2838374,10000,0,0,10000
1774424679.679477249,408,9844,1830627,9038,5161,0,4838
1774424679.698287546,409,9845,4002760,10000,126,0,9873
1774424679.713354085,410,9843,4087708,10000,0,0,10000
1774424679.728481005,411,9844,4092505,10000,0,0,10000
1774424679.745760680,412,9844,4125685,10064,0,0,10000
1774424679.762440522,413,9844,3856629,10000,0,0,10000
1774424679.777163086,414,9843,2967168,10000,0,0,10000
1774424679.786705178,348,9844,2855248,10064,0,0,10000
1774424679.800822672,415,9844,3646698,10000,0,0,10000
1774424679.824614974,349,9844,2999957,10000,0,0,10000
1774424679.839759733,350,9844,2626384,10000,0,0,10000
1774424679.854759785,351,9844,2167769,10000,0,0,10000
1774424679.869713757,352,9844,3525226,10064,0,0,10000
1774424679.885783879,353,9843,3315995,10000,0,0,10000
1774424679.901173547,354,9844,2850176,10000,0,0,10000
1774424679.916240801,355,9844,3553280,10000,0,0,10000
1774424679.935451627,416,9845,2025159,10064,0,0,10000
1774424679.945833088,356,9844,3564928,10064,0,0,10000
1774424679.964303336,417,9844,1494307,10000,0,0,10000
1774424679.969057646,357,9843,3268352,10000,0,0,10000
1774424679.984151241,418,9843,1430117,10000,0,0,10000
1774424679.998873733,419,9844,1342848,10000,0,0,10000
1774424680.014117074,420,9844,1420021,10064,0,0,10000
1774424680.029039988,421,9844,1681860,10000,0,0,10000
1774424680.045593779,422,9841,3539776,10000,0,0,10000
1774424680.060264982,423,9844,4236800,10000,0,0,10000
1774424680.075097529,424,9843,3740757,10064,0,0,10000
1774424680.089852831,425,9844,3638570,10000,0,0,10000
1774424680.104630357,426,9844,3951024,10000,0,0,10000
1774424680.119651591,427,9844,4004032,10000,0,0,10000
1774424680.135124200,428,9843,2671317,10064,0,0,10000
1774424680.150216893,429,9844,2488320,10000,0,0,10000
1774424680.165078809,430,9844,2836576,10000,0,0,10000
1774424680.181904441,358,9844,2933440,10000,0,0,10000
1774424680.219646758,359,9845,2404432,10000,0,0,10000
1774424680.234601378,360,9843,3319744,10064,0,0,10000
1774424680.249858869,361,9844,3616512,10000,0,0,10000
1774424680.253567030,431,9844,3795949,10000,0,0,10000
1774424680.273157929,432,9843,3816661,10064,0,0,10000
1774424680.289424597,433,9844,3472665,10000,0,0,10000
1774424680.305146248,434,9844,2960640,10000,0,0,10000
1774424680.324018157,82,9843,502971,10000,0,0,10000
1774424680.341780969,83,9844,594198,10000,0,0,10000
1774424680.357329567,84,9844,844342,10064,0,0,10000
1774424680.373045132,85,9844,856053,10000,0,0,10000
1774424680.389410973,86,9843,790464,10000,0,0,10000
1774424680.397058799,95,9841,957654,10000,0,0,10000
1774424680.411085102,435,9844,4022640,10000,0,0,10000
1774424680.426659404,436,9844,4097510,10064,0,0,10000
1774424680.441337232,437,9844,3625184,10000,0,0,10000
1774424680.456243753,438,9844,3969706,10000,0,0,10000
1774424680.471698379,439,9843,3386464,10000,0,0,10000
1774424680.492602742,440,9844,3831308,10064,0,0,10000
1774424680.508004458,441,9844,4196915,10000,0,0,10000
1774424680.522865965,442,9844,4288085,10000,0,0,10000
1774424680.538018410,443,9843,4436224,10000,0,0,10000
1774424680.552628003,444,9844,3064960,10064,0,0,10000
1774424680.567296348,445,9844,4459072,10000,0,0,10000
1774424680.582675167,446,9844,3726741,10000,0,0,10000
1774424680.597958542,447,9843,4477280,10000,0,0,10000
1774424680.613925257,448,9844,3813632,10064,0,0,10000
1774424680.629665062,449,9844,4089344,10000,0,0,10000
1774424680.645398697,450,9844,4033024,10000,0,0,10000
1774424680.677157158,362,9841,3306534,10000,0,0,10000
1774424680.692430420,363,9844,2006229,10000,0,0,10000
1774424680.707322795,364,9844,3309248,10064,0,0,10000
1774424680.721948778,365,9844,2880192,10000,0,0,10000
1774424680.736830743,366,9843,2948208,10000,0,0,10000
1774424680.751365973,367,9844,3675328,10000,0,0,10000
1774424680.767072579,368,9844,3681184,10064,0,0,10000
1774424680.782022055,369,9844,3498178,10000,0,0,10000
1774424680.814029122,1,8245,16305,10000,0,0,10000
1774424680.823553910,87,9843,876526,10000,0,0,10000
1774424680.840340472,88,9844,817261,10064,0,0,10000
1774424680.856815685,89,9844,897752,10000,0,0,10000
1774424680.870592114,370,9842,3465374,9935,322,0,9677
1774424680.886131406,371,9844,3577748,10000,0,0,10000
1774424680.901417430,372,9844,0,10064,0,0,0
1774424680.917346309,373,9844,3734656,10000,0,0,10000
1774424680.935367795,374,9843,2543104,10000,0,0,10000
1774424680.946485956,451,9842,3845653,10000,0,0,10000
1774424680.963990509,96,9842,963180,10064,0,0,10000
1774424680.967907223,452,9843,4056529,10000,909,0,9090
1774424680.984474173,453,9844,3306160,10000,0,0,10000
1774424681.000155751,454,9844,3911204,10000,0,0,10000
1774424681.008895121,375,9844,3253008,10000,0,0,10000
1774424681.026024236,376,9844,2495509,10064,0,0,10000
1774424681.042531643,377,9844,2307448,10000,0,0,10000
1774424681.048563746,90,9843,877210,10000,0,0,10000
1774424681.064794135,91,9844,916454,10000,0,0,10000
1774424681.079797884,92,9843,872620,10064,0,0,10000
1774424681.102102234,378,9843,1247185,10000,0,0,10000
1774424681.117573149,379,9844,3237397,10000,0,0,10000
1774424681.132761362,380,9844,3807456,10064,0,0,10000
1774424681.148496923,381,9844,3666096,10000,0,0,10000
1774424681.163115362,382,9843,3468800,10000,0,0,10000
1774424681.178421071,383,9844,3556104,10000,0,0,10000
1774424681.193120076,384,9844,3608106,10064,0,0,10000
1774424681.209214401,385,9844,3232746,10000,0,0,10000
1774424681.223850030,386,9843,1860544,10000,0,0,10000
1774424681.238777701,387,9844,2875264,10000,0,0,10000
1774424681.276818038,388,9844,2359244,10064,0,0,10000
1774424681.291477451,389,9844,3014438,10000,0,0,10000
1774424681.308560005,390,9841,2203771,10000,0,0,10000
1774424681.323770575,391,9844,3093493,10000,0,0,10000
1774424681.338481368,392,9843,2955136,10064,0,0,10000
1774424681.353048101,393,9844,2434158,10000,0,0,10000
1774424681.367876653,394,9844,2609931,10000,0,0,10000
1774424681.383143487,395,9844,3254097,10000,0,0,10000
1774424681.398090228,396,9843,3192448,10064,0,0,10000
1774424681.412804009,397,9844,3197602,10000,0,0,10000
1774424681.427906198,398,9844,3980224,10000,0,0,10000
1774424681.442897991,399,9844,3407056,10000,0,0,10000
1774424681.460677698,455,9843,4382485,10000,0,0,10000
1774424681.481165275,456,9844,3858534,10064,0,0,10000
1774424681.496969311,457,9843,4297344,10000,0,0,10000
1774424681.511859411,458,9844,3442688,10000,0,0,10000
1774424681.526933699,459,9844,3945280,10000,0,0,10000
1774424681.542589528,460,9844,3514352,10064,0,0,10000
1774424681.557435161,461,9843,4618688,10000,0,0,10000
1774424681.571972031,462,9844,3867392,10000,0,0,10000
1774424681.586650845,463,9844,4271968,10000,0,0,10000
1774424681.601536294,464,9844,4329712,10064,0,0,10000
1774424681.617643172,465,9843,4653796,10000,0,0,10000
1774424681.633653006,466,9844,4665984,10000,0,0,10000
1774424681.648395274,467,9844,3889408,10000,0,0,10000
1774424681.663395858,468,9844,4039808,10064,0,0,10000
1774424681.678359649,469,9843,4357632,10000,0,0,10000
1774424681.693449491,470,9844,4073520,10000,0,0,10000
1774424681.708588629,471,9844,3710890,10000,0,0,10000
1774424681.723264382,472,9844,4171434,10064,0,0,10000
1774424681.738066546,473,9843,4732880,10000,0,0,10000
1774424681.755004146,400,9843,2931872,10064,0,0,10000
1774424681.771289466,401,9844,4017088,10000,0,0,10000
1774424681.786304533,402,9844,3906564,10000,0,0,10000
1774424681.801648725,403,9844,3880513,10000,0,0,10000
1774424681.816764349,404,9843,3862470,10064,0,0,10000
1774424681.831475953,405,9844,3843615,10000,0,0,10000
1774424681.846953232,406,9844,3954188,10000,0,0,10000
1774424681.862544725,407,9844,4006621,10000,0,0,10000
1774424681.868010273,474,9844,0,10000,0,0,0
1774424681.885814353,475,9843,4144426,10000,0,0,10000
1774424681.900704049,476,9844,4215616,10064,0,0,10000
1774424681.917412870,477,9841,3998003,10000,0,0,10000
1774424681.934302307,93,9842,934985,10000,0,0,10000
1774424681.950178656,94,9844,809312,10000,0,0,10000
1774424681.965432665,95,9844,953792,10000,0,0,10000
1774424681.980468630,96,9844,889034,10064,0,0,10000
1774424682.006568290,408,9843,3246752,10064,0,0,10000
1774424682.021490123,409,9844,3932716,10000,0,0,10000
1774424682.036190800,410,9844,2965792,10000,0,0,10000
1774424682.051617382,411,9844,3350096,10000,0,0,10000
1774424682.076039667,478,9844,3889706,10000,0,0,10000
1774424682.093958278,479,9843,4169088,10000,0,0,10000
1774424682.109209282,480,9844,4387776,10064,0,0,10000
1774424682.126737037,481,9844,4549361,10000,0,0,10000
1774424682.133405856,412,9843,3571856,10064,0,0,10000
1774424682.143334025,97,9840,731332,10000,0,0,10000
1774424682.172418594,482,9844,4822272,10000,0,0,10000
1774424682.187108473,483,9844,4383155,10000,0,0,10000
1774424682.202127629,484,9843,4540224,10064,0,0,10000
1774424682.217607471,485,9844,4677869,10000,0,0,10000
1774424682.232801257,486,9844,4552475,10000,0,0,10000
1774424682.247444876,487,9844,4277269,10000,0,0,10000
1774424682.265340413,488,9844,4883840,10064,0,0,10000
1774424682.280537671,489,9844,4790784,10000,0,0,10000
1774424682.295205099,490,9844,4781480,10000,0,0,10000
1774424682.303673840,413,9844,3471040,10000,0,0,10000
1774424682.318838523,414,9844,4144335,10000,0,0,10000
1774424682.323752931,97,9843,974418,10000,0,0,10000
1774424682.335983492,491,9843,3468433,10000,0,0,10000
1774424682.351384588,492,9843,3001488,10064,0,0,10000
1774424682.373391816,98,9844,427110,10000,0,0,10000
1774424682.401700499,98,9843,987898,10000,0,0,10000
1774424682.417003814,99,9843,994458,10000,0,0,10000
1774424682.432630089,100,9844,982312,10064,0,0,10000
1774424682.447601551,101,9844,1014400,10000,0,0,10000
1774424682.462834479,102,9844,1026124,10000,0,0,10000
1774424682.477603501,103,9843,1033717,10000,0,0,10000
1774424682.492648337,104,9844,1007325,10064,0,0,10000
1774424682.508666727,415,9844,3902336,10000,0,0,10000
1774424682.524059246,416,9843,3905868,10064,0,0,10000
1774424682.529858784,15,9837,153898,10000,0,0,10000
1774424682.548259226,99,9838,995456,10000,0,0,10000
1774424682.561860565,493,9844,3168784,10000,0,0,10000
1774424682.577268093,494,9844,3884434,10000,0,0,10000
1774424682.592034066,495,9843,4233152,10000,0,0,10000
1774424682.606915215,496,9844,4965936,10064,0,0,10000
1774424682.621587190,497,9844,4354608,10000,0,0,10000
1774424682.636422949,498,9844,4159552,10000,0,0,10000
1774424682.652179937,499,9843,4368627,10000,0,0,10000
1774424682.674775422,105,9843,1053120,10000,0,0,10000
1774424682.689908425,106,9844,1067093,10000,0,0,10000
1774424682.704751550,107,9844,1025536,10000,0,0,10000
1774424682.719487794,108,9843,1084656,10064,0,0,10000
1774424682.735110161,109,9844,986752,10000,0,0,10000
1774424682.750104138,110,9844,939477,10000,0,0,10000
1774424682.765149764,111,9844,1115797,10000,0,0,10000
1774424682.780330337,112,9843,1126549,10064,0,0,10000
1774424682.792430674,100,9844,971381,10064,0,0,10000
1774424682.808443328,101,9843,958591,10000,0,0,10000
1774424682.825273282,102,9844,971676,10000,0,0,10000
1774424682.831052440,500,9843,4892307,10064,0,0,10000
1774424682.846215310,501,9844,4342698,10000,0,0,10000
1774424682.870302196,113,9843,1135584,10000,0,0,10000
1774424682.885521455,114,9844,1143701,10000,0,0,10000
1774424682.900490552,115,9843,1150720,10000,0,0,10000
1774424682.925396504,502,9844,4531392,10000,0,0,10000
1774424682.941071436,503,9844,4658896,10000,0,0,10000
1774424682.955840172,504,9844,5047040,10064,0,0,10000
1774424682.971324304,505,9844,3533376,10000,0,0,10000
1774424682.987679011,417,9845,3196064,10000,0,0,10000
1774424683.005505480,506,9843,4625440,10000,0,0,10000
1774424683.014293241,418,9844,3787163,10000,0,0,10000
1774424683.030027122,419,9844,2779818,10000,0,0,10000
1774424683.045118634,420,9844,2486128,10064,0,0,10000
1774424683.060058916,421,9844,4009267,10000,0,0,10000
1774424683.080014438,507,9844,5077909,10000,0,0,10000
1774424683.094695097,508,9844,3515690,10064,0,0,10000
1774424683.109394753,509,9844,4530858,10000,0,0,10000
1774424683.136026835,422,9843,4227456,10000,0,0,10000
1774424683.141031610,510,9843,4100906,10000,0,0,10000
1774424683.159064807,511,9845,4356330,10000,0,0,10000
1774424683.176502685,512,9842,4884650,10064,0,0,10000
1774424683.191276055,513,9844,4316556,10000,0,0,10000
1774424683.206007261,514,9844,4770636,10000,0,0,10000
1774424683.221061092,515,9843,4476608,10000,0,0,10000
1774424683.235851156,516,9844,5165888,10064,0,0,10000
1774424683.251012040,517,9844,5103275,10000,0,0,10000
1774424683.266344919,518,9844,4093936,10000,0,0,10000
1774424683.291962722,423,9844,2918816,10000,0,0,10000
1774424683.296064253,519,9843,5199808,10000,0,0,10000
1774424683.311624336,520,9844,5201936,10064,0,0,10000
1774424683.326410894,521,9844,4136117,10000,0,0,10000
1774424683.343421833,424,9844,2863808,10064,0,0,10000
1774424683.367940550,425,9844,3372016,10000,0,0,10000
1774424683.375770261,522,9844,4814730,10000,0,0,10000
1774424683.391512960,523,9843,4473792,10000,0,0,10000
1774424683.407816324,524,9844,4715464,10064,0,0,10000
1774424683.423298343,525,9844,4830912,10000,0,0,10000
1774424683.465362111,116,9843,1061568,10064,0,0,10000
1774424683.480382542,117,9844,1175667,10000,0,0,10000
1774424683.495428192,118,9843,1186508,10000,0,0,10000
1774424683.510488643,119,9844,1058336,10000,0,0,10000
1774424683.526575818,120,9844,1203754,10064,0,0,10000
1774424683.541774163,121,9844,1213034,10000,0,0,10000
1774424683.557065034,122,9843,1224332,10000,0,0,10000
1774424683.571848172,123,9844,1233472,10000,0,0,10000
1774424683.586861614,124,9844,1242560,10064,0,0,10000
1774424683.602030578,125,9844,1012992,10000,0,0,10000
1774424683.617455873,126,9843,1265014,10000,0,0,10000
1774424683.632368052,127,9844,1273008,10000,0,0,10000
1774424683.644367467,426,9843,3435392,10000,0,0,10000
1774424683.660385094,526,9843,4520714,10000,0,0,10000
1774424683.674153492,427,9844,3987968,10000,0,0,10000
1774424683.690015238,428,9844,4286613,10064,0,0,10000
1774424683.705275687,429,9844,3615040,10000,0,0,10000
1774424683.720250694,430,9843,3713365,10000,0,0,10000
1774424683.735342612,431,9844,3447552,10000,0,0,10000
1774424683.750103265,432,9844,4021418,10064,0,0,10000
1774424683.764743969,433,9844,3936608,10000,0,0,10000
1774424683.780344190,434,9843,4136832,10000,0,0,10000
1774424683.786846891,527,9843,4686924,10000,0,0,10000
1774424683.801700297,528,9844,4249984,10064,0,0,10000
1774424683.817371418,529,9844,4876608,10000,0,0,10000
1774424683.832565640,530,9844,4321664,10000,0,0,10000
1774424683.849941511,128,9844,1282444,10064,0,0,10000
1774424683.878452144,435,9843,4355904,10000,0,0,10000
1774424683.881910346,531,9844,0,10000,0,0,0
1774424683.898995295,436,9844,4002816,10064,0,0,10000
1774424683.914506421,437,9844,3961136,10000,0,0,10000
1774424683.929604150,438,9843,4386272,10000,0,0,10000
1774424683.944249919,439,9844,4392512,10000,0,0,10000
1774424683.948616833,103,9841,1012423,10000,0,0,10000
1774424683.973163225,532,9843,128,9871,10000,0,0
1774424684.003615385,440,9844,4168176,10064,0,0,10000
1774424684.018442337,441,9844,3819456,10000,0,0,10000
1774424684.033641909,442,9843,4034037,10000,0,0,10000
1774424684.048853866,443,9844,4436000,10000,0,0,10000
1774424684.063554765,444,9844,3916928,10064,0,0,10000
1774424684.069330926,533,9844,2569032,9807,3750,0,6250
1774424684.091765585,534,9843,4925456,10000,0,0,10000
1774424684.108280666,104,9843,986890,10064,0,0,10000
1774424684.124184778,535,9843,5355840,10000,0,0,10000
1774424684.139283416,536,9844,3905504,10000,2500,0,7500
1774424684.155102698,537,9844,1791712,9743,6666,0,3333
1774424684.170084694,538,9844,2692736,9743,5000,0,5000
1774424684.181049439,445,9844,4197622,10000,0,0,10000
1774424684.198108373,446,9844,3643520,10000,0,0,10000
1774424684.212909942,447,9844,3675059,10000,0,0,10000
1774424684.228070507,448,9844,3473568,10064,0,0,10000
1774424684.243188508,449,9844,4493696,10000,0,0,10000
1774424684.258605549,450,9843,3715264,10000,0,0,10000
1774424684.273669975,451,9844,4516608,10000,0,0,10000
1774424684.291792088,539,9844,3482777,9935,2000,0,8000
1774424684.307496245,540,9843,5404672,10064,0,0,10000
1774424684.323291992,541,9844,4878805,10000,0,0,10000
1774424684.338071249,542,9844,4360563,10000,0,0,10000
1774424684.354240735,105,9844,1054336,10000,0,0,10000
1774424684.358794149,543,9844,3719882,9935,1666,0,8333
1774424684.374965307,544,9843,2256661,9743,5555,0,4444
1774424684.402547938,545,9844,881126,9743,8000,0,2000
1774424684.428719980,452,9844,0,10064,0,0,0
1774424684.444838804,453,9843,3816667,10000,0,0,10000
1774424684.455168247,13,9841,134674,10000,0,0,10000
1774424684.479146290,129,9843,1220057,10000,0,0,10000
1774424684.483585502,454,9844,2331680,10000,0,0,10000
1774424684.499883263,455,9843,4116405,10000,0,0,10000
1774424684.515553134,456,9844,4565216,10064,0,0,10000
1774424684.530825891,457,9844,2988053,10000,0,0,10000
1774424684.554104558,130,9843,1270468,10000,0,0,10000
1774424684.568767319,131,9844,1314163,10000,0,0,10000
1774424684.580754210,458,9844,4589952,10000,0,0,10000
1774424684.595497410,459,9843,4138012,10000,0,0,10000
1774424684.611878765,460,9844,4608576,10064,0,0,10000
1774424684.626879870,461,9844,4617888,10000,0,0,10000
1774424684.633825820,546,9842,4786816,10000,0,0,10000
1774424684.650015112,547,9844,4898400,10000,0,0,10000
1774424684.665286606,548,9843,4651456,10064,0,0,10000
1774424684.680085045,549,9844,4412970,10000,0,0,10000
1774424684.694675016,550,9844,5465541,10000,0,0,10000
1774424684.709818261,551,9844,5450275,10000,0,0,10000
1774424684.726138438,552,9843,5439122,10064,0,0,10000
1774424684.741115137,553,9844,5483704,10000,0,0,10000
1774424684.756471633,554,9844,5465487,10000,0,0,10000
1774424684.773292472,462,9844,3534229,10000,0,0,10000
1774424684.773974800,106,9841,1062599,10000,0,0,10000
1774424684.821829080,107,9844,1073589,10000,0,0,10000
1774424684.837083090,108,9844,997280,10064,0,0,10000
1774424684.851952279,132,9841,1325690,10064,0,0,10000
1774424684.880559745,555,9844,5466340,10000,0,0,10000
1774424684.895846607,556,9843,5564850,10064,0,0,10000
1774424684.911885219,557,9843,5560447,10000,0,0,10000
1774424684.927249272,558,9844,5342440,10000,0,0,10000
1774424684.942341270,559,9844,5383694,10000,0,0,10000
1774424684.957404841,560,9843,5604942,10064,0,0,10000
1774424684.974257385,561,9844,5574211,10000,0,0,10000
1774424684.989919270,562,9844,5574511,10000,0,0,10000
1774424685.006160124,563,9845,5633361,10000,0,0,10000
1774424685.021721173,564,9843,5599482,10064,0,0,10000
1774424685.037295701,565,9844,5608663,10000,0,0,10000
1774424685.054796861,566,9841,4948672,10000,0,0,10000
1774424685.069935109,567,9844,4958854,10000,0,0,10000
1774424685.086029285,568,9844,5108000,10064,0,0,10000
1774424685.102720165,569,9844,5480409,10000,0,0,10000
1774424685.112071670,463,9844,3321536,10000,0,0,10000
1774424685.129496184,464,9844,3109988,10064,0,0,10000
1774424685.145321767,465,9844,3285952,10000,0,0,10000
1774424685.161652286,466,9843,3557401,10000,0,0,10000
1774424685.177091987,467,9844,3787120,10000,0,0,10000
1774424685.192762285,468,9844,4174152,10064,0,0,10000
1774424685.207948093,469,9844,4549872,10000,0,0,10000
1774424685.223778164,470,9843,4381992,10000,0,0,10000
1774424685.239329877,471,9844,4261880,10000,0,0,10000
1774424685.254647463,472,9844,3084825,10064,0,0,10000
1774424685.270699537,473,9844,3603032,10000,0,0,10000
1774424685.275111213,133,9843,1336004,10000,0,0,10000
1774424685.289851204,134,9844,1338914,10000,0,0,10000
1774424685.311812646,570,9843,5158741,10000,0,0,10000
1774424685.333843916,109,9842,1097856,10000,0,0,10000
1774424685.349271152,110,9844,1103827,10000,0,0,10000
1774424685.370951425,135,9843,1355537,10000,0,0,10000
1774424685.388904945,136,9844,1367302,10064,0,0,10000
1774424685.403880217,137,9844,1302272,10000,0,0,10000
1774424685.418430333,138,9844,1314048,10000,0,0,10000
1774424685.436199977,111,9842,1116234,10000,0,0,10000
1774424685.458536972,112,9843,1124750,10064,0,0,10000
1774424685.473489305,113,9844,1134832,10000,0,0,10000
1774424685.488840754,571,9843,5021429,10000,0,0,10000
1774424685.504184324,572,9844,5356812,10064,0,0,10000
1774424685.519097017,573,9844,3939432,10000,0,0,10000
1774424685.534212760,574,9844,4442892,10000,0,0,10000
1774424685.560129069,474,9843,4160949,10000,0,0,10000
1774424685.573067677,114,9843,1147136,10000,0,0,10000
1774424685.580573034,575,9843,4925226,10000,0,0,10000
1774424685.599165100,475,9844,4701698,10000,0,0,10000
1774424685.615136755,476,9844,4691449,10064,0,0,10000
1774424685.630391325,477,9843,4773947,10000,0,0,10000
1774424685.645658018,478,9844,4786073,10000,0,0,10000
1774424685.660788136,479,9844,4729683,10000,0,0,10000
1774424685.675837928,480,9844,4521109,10064,0,0,10000
1774424685.692381231,481,9842,4813676,10000,0,0,10000
1774424685.707105197,482,9843,4324240,10000,0,0,10000
1774424685.723887570,483,9844,4474969,10000,0,0,10000
1774424685.741371234,484,9844,3950032,10064,0,0,10000
1774424685.758903383,485,9844,4856960,10000,0,0,10000
1774424685.786817274,486,9843,4004544,10000,0,0,10000
1774424685.802440919,487,9844,4217056,10000,0,0,10000
1774424685.817131894,488,9844,4864918,10064,0,0,10000
1774424685.831838463,489,9844,4894365,10000,0,0,10000
1774424685.842473748,576,9844,5638337,10064,0,0,10000
1774424685.858922505,490,9843,4880836,10000,0,0,10000
1774424685.874340813,491,9844,4874206,10000,0,0,10000
1774424685.889402775,492,9844,4902640,10064,0,0,10000
1774424685.904789848,493,9844,4766213,10000,0,0,10000
1774424685.914789737,577,9844,5327616,10000,0,0,10000
1774424685.943705010,139,9841,1313883,10000,0,0,10000
1774424685.956463995,494,9843,4941646,10000,0,0,10000
1774424685.972171197,495,9844,4955552,10000,0,0,10000
1774424685.987049763,496,9844,4298176,10064,0,0,10000
1774424686.002098667,497,9844,4676682,10000,0,0,10000
1774424686.010578816,16,9837,164234,10064,0,0,10000
1774424686.021482928,115,9842,1066683,9871,740,0,9259
1774424686.033176525,578,9844,5624816,10000,0,0,10000
1774424686.047763666,579,9844,0,10000,0,0,0
1774424686.063177401,580,9843,5119488,10064,0,0,10000
1774424686.078662507,581,9844,5740761,10000,0,0,10000
1774424686.093817885,582,9844,5769333,10000,0,0,10000
1774424686.108631664,583,9844,5767873,10000,0,0,10000
1774424686.123805029,584,9843,5768152,10064,0,0,10000
1774424686.145933386,498,9843,4988476,10000,0,0,10000
1774424686.156815497,585,9844,5761241,10000,0,0,10000
1774424686.176889839,586,9846,5431680,10000,0,0,10000
1774424686.191665540,587,9844,5571993,10000,0,0,10000
1774424686.206754379,588,9843,5886016,10064,0,0,10000
1774424686.221915716,589,9844,5507072,10000,0,0,10000
1774424686.237042966,590,9844,5165536,10000,0,0,10000
1774424686.251927499,591,9844,5162176,10000,0,0,10000
1774424686.262417351,499,9844,4953730,10000,0,0,10000
1774424686.280999221,500,9844,4745639,10064,0,0,10000
1774424686.296156091,501,9844,5015552,10000,0,0,10000
1774424686.306104019,592,9843,5924693,10064,0,0,10000
1774424686.327563608,502,9841,753705,8910,8500,0,1500
1774424686.359011804,116,9843,1132960,10064,0,0,10000
1774424686.373900295,117,9843,1176864,10000,0,0,10000
1774424686.388986587,118,9844,962016,10000,0,0,10000
1774424686.404372861,119,9844,1194368,10000,0,0,10000
1774424686.419742614,120,9844,1035989,10064,0,0,10000
1774424686.435799769,593,9844,4201056,10000,0,0,10000
1774424686.450344606,594,9844,4289472,10000,0,0,10000
1774424686.465122464,595,9844,5185808,10000,0,0,10000
1774424686.480057283,596,9843,5392085,10064,0,0,10000
1774424686.495442686,597,9844,4716403,10000,0,0,10000
1774424686.510261625,598,9844,5235360,10000,0,0,10000
1774424686.525088419,140,9844,1402624,10064,0,0,10000
1774424686.538756000,503,9844,1095154,8846,7826,0,2173
1774424686.554496634,504,9843,1377559,8782,6666,0,3333
1774424686.561151707,599,9844,3889323,10000,0,0,10000
1774424686.592655345,600,9843,5915538,10064,0,0,10000
1774424686.607744509,601,9843,5986183,10000,0,0,10000
1774424686.622417056,602,9844,5497985,10000,0,0,10000
1774424686.637099856,603,9844,4843457,10000,0,0,10000
1774424686.652266438,604,9844,6045017,10064,0,0,10000
1774424686.667057022,605,9843,5967023,10000,0,0,10000
1774424686.682153484,606,9844,6054705,10000,0,0,10000
1774424686.697358460,607,9844,6074990,10000,0,0,10000
1774424686.704253613,141,9843,1393454,10000,0,0,10000
1774424686.719815329,142,9844,1415421,10000,0,0,10000
1774424686.734746442,143,9844,1434896,10000,0,0,10000
1774424686.749535941,144,9844,1445053,10064,0,0,10000
1774424686.759557813,505,9844,1263568,9615,7500,0,2500
1774424686.774893587,506,9843,5061546,10000,0,0,10000
1774424686.790026706,507,9844,4423552,10000,0,0,10000
1774424686.804655622,508,9844,4714640,10064,0,0,10000
1774424686.819820682,509,9844,4453504,10000,0,0,10000
1774424686.839972944,121,9842,1217248,10000,0,0,10000
1774424686.856751783,122,9844,1223840,10000,0,0,10000
1774424686.888634717,510,9843,5104448,10000,0,0,10000
1774424686.903737427,511,9843,3479616,10000,0,0,10000
1774424686.909297736,608,9843,5284688,10000,526,0,9473
1774424686.924532214,609,9844,3931840,9871,3333,0,6666
1774424686.941025645,610,9841,3040576,9935,1666,0,8333
1774424686.956365226,611,9844,6001911,10000,0,0,10000
1774424686.971678341,612,9844,6119268,10064,0,0,10000
1774424686.987119606,613,9843,5925536,10000,0,0,10000
1774424687.006002501,123,9842,959224,9871,2222,0,7777
1774424687.020700116,124,9844,1244128,10064,0,0,10000
1774424687.037665127,145,9843,971242,9871,3333,0,6666
1774424687.055569420,512,9843,3887655,10064,0,0,10000
1774424687.070406527,513,9844,4194922,10000,0,0,10000
1774424687.085624971,514,9844,5032202,10000,0,0,10000
1774424687.100533359,515,9844,4979010,10000,0,0,10000
1774424687.115591103,516,9843,4816904,10064,0,0,10000
1774424687.130397665,517,9844,2970100,10000,0,0,10000
1774424687.146033106,518,9844,5185152,10000,0,0,10000
1774424687.161315506,519,9844,4966506,10000,0,0,10000
1774424687.176251601,520,9843,5068437,10064,0,0,10000
1774424687.190864642,521,9844,4991232,10000,0,0,10000
1774424687.206017345,522,9844,5224064,10000,0,0,10000
1774424687.220660807,523,9844,4717888,10000,0,0,10000
1774424687.235570994,524,9843,4584210,10064,0,0,10000
