tid,seq_ratio,avg_stride
6332,0.725,26.6
6332,0.727,23.5
6342,0.965,10.1
6332,0.725,21.7
6342,0.990,9.3
6332,0.738,20.5
6332,0.714,15.8
6342,0.982,9.4
6342,0.991,8.0
6342,0.987,8.9
6332,0.732,18.2
6332,0.740,15.6
6342,0.989,9.2
6332,0.731,20.9
6332,0.722,20.6
6342,0.969,9.9
6332,0.723,19.7
6332,0.738,28.6
6342,0.987,8.4
6342,0.996,7.8
6342,0.990,7.6
6332,0.726,23.9
6342,0.984,7.8
6332,0.727,16.5
6332,0.721,25.8
6342,0.984,9.6
6332,0.728,19.6
6332,0.730,21.4
6342,0.967,8.2
6332,0.707,25.1
6342,0.992,8.3
6332,0.719,16.1
6342,0.982,6.6
6342,0.992,7.8
6342,0.993,8.0
6332,0.709,21.9
6342,0.984,12.8
6332,0.733,22.4
6342,0.986,6.6
6332,0.709,23.8
6332,0.744,20.3
6342,0.985,6.7
6332,0.724,26.1
6342,0.974,8.1
6332,0.726,21.2
6342,0.981,6.4
6332,0.710,18.8
6342,0.979,8.2
6342,0.993,9.5
6332,0.703,24.0
6342,0.988,9.2
6342,0.987,7.8
6332,0.718,21.6
6332,0.700,23.7
6342,0.989,5.8
6332,0.716,18.5
6332,0.720,18.5
6342,0.960,8.7
6332,0.718,13.3
6342,0.987,6.4
6332,0.728,22.6
6342,0.962,9.1
6342,0.987,7.9
6342,0.993,7.6
6332,0.716,15.1
6332,0.724,16.4
6342,0.974,3154.9
6332,0.719,24.1
6342,0.981,8.0
6332,0.716,27.7
6332,0.725,20.0
6342,0.979,8.8
6342,0.989,8.0
6342,0.994,7.8
6332,0.712,24.3
6342,0.988,8.3
6332,0.724,19.0
6332,0.716,16.0
6342,0.988,8.7
6332,0.720,23.1
6332,0.728,22.0
6342,0.970,10.0
6332,0.720,20.9
6342,0.984,10.5
6332,0.712,19.2
6342,0.990,8.2
6342,0.994,7.6
6332,0.717,24.5
6342,0.975,9.6
6332,0.728,16.6
6332,0.724,23.2
6342,0.986,8.6
6332,0.724,17.9
6342,0.973,9.6
6332,0.720,31.2
6332,0.734,21.9
6332,0.709,20.9
6342,0.985,8.8
6342,0.995,7.7
6342,0.994,8.3
6332,0.718,17.0
6342,0.982,9.8
6332,0.730,15.7
6332,0.729,19.0
6342,0.984,11.1
6332,0.721,27.1
6332,0.731,21.0
6342,0.974,8.6
6332,0.733,19.1
6342,0.989,8.2
6342,0.992,8.0
6342,0.993,7.7
6332,0.724,22.0
6332,0.734,19.3
6342,0.985,10.9
6332,0.736,24.6
6332,0.726,18.3
6342,0.988,9.4
6332,0.718,19.2
6342,0.975,10.6
6332,0.726,25.2
6332,0.715,18.1
6342,0.989,7.5
6342,0.994,8.2
6342,0.992,8.5
6332,0.704,19.0
6342,0.977,9446.6
6332,0.716,27.0
6332,0.720,22.4
6342,0.986,8.5
6332,0.726,20.2
6332,0.724,22.3
6342,0.969,8.3
6332,0.722,17.8
6342,0.985,9.4
6342,0.994,8.4
6342,0.991,8.0
6332,0.728,19.9
6332,0.720,22.2
6332,0.717,22.8
6342,0.987,8.7
6332,0.716,18.4
6342,0.985,10.7
6332,0.727,22.3
6332,0.709,20.7
6342,0.982,9.1
6332,0.716,18.5
6342,0.984,9.0
6342,0.994,7.8
6342,0.993,8.0
6332,0.728,20.4
6332,0.721,20.3
6342,0.983,4727.1
6332,0.719,26.5
6332,0.723,27.3
6342,0.977,8.9
6332,0.722,20.0
6342,0.982,9.4
6332,0.725,23.1
6342,0.984,8.3
6342,0.994,7.7
6342,0.994,7.7
6332,0.709,22.3
6332,0.745,19.5
6332,0.728,13.4
6342,0.985,9.6
6332,0.722,21.3
6342,0.971,9.9
6332,0.747,15.3
6332,0.736,18.6
6342,0.986,8.2
6332,0.699,15.5
6342,0.984,8.2
6342,0.993,7.9
6342,0.987,8.3
6332,0.713,20.3
6332,0.734,25.5
6332,0.739,18.6
6342,0.989,9.0
6332,0.738,23.5
6332,0.712,28.4
6342,0.968,7.5
6332,0.739,22.0
6342,0.987,8.1
6342,0.988,7.9
6342,0.995,7.5
6332,0.729,17.4
6342,0.986,11.6
6332,0.731,19.2
6332,0.723,17.0
6342,0.987,8.1
6332,0.737,22.5
6332,0.727,23.3
6342,0.976,9.3
6332,0.723,17.0
6332,0.717,27.0
6342,0.987,8.4
6342,0.990,7.9
6342,0.992,8.2
6332,0.714,19.2
6342,0.981,8.5
6332,0.725,14.7
6332,0.726,18.1
6342,0.991,8.3
6332,0.732,21.7
6332,0.715,23.2
6342,0.981,8.7
6332,0.737,21.1
6332,0.725,21.5
6342,0.981,9.5
6342,0.995,7.8
6342,0.992,7.8
6332,0.713,18.8
6342,0.982,15.3
6332,0.730,17.3
6332,0.727,18.8
6342,0.984,10.6
6332,0.719,28.3
6332,0.724,24.1
6342,0.969,11.5
6332,0.719,21.1
6342,0.982,8.0
6342,0.990,7.4
6342,0.993,7.7
6332,0.731,14.3
6342,0.989,9.6
6332,0.732,24.0
6342,0.986,5.1
6332,0.729,18.1
6342,0.986,5.0
6332,0.714,17.0
6342,0.982,6.2
6332,0.718,18.3
6342,0.987,7.8
6342,0.995,9.1
6332,0.708,26.3
6342,0.985,9.0
6332,0.731,15.3
6342,0.975,6.1
6332,0.730,14.9
6342,0.975,7.1
6332,0.735,17.9
6332,0.713,18.7
6342,0.990,7.7
6332,0.726,17.1
6342,0.975,6.4
6332,0.706,19.7
6332,0.732,17.5
6342,0.975,7.3
6332,0.715,22.4
6342,0.968,10.4
6342,0.992,7.7
6342,0.987,8.2
6332,0.710,19.5
6332,0.718,16.2
6342,0.975,102772.5
6332,0.716,16.1
6332,0.723,21.1
6342,0.975,9.7
6332,0.732,19.9
6342,0.984,8.7
6332,0.713,15.6
6342,0.989,8.1
6342,0.993,7.6
6342,0.987,8.0
6332,0.727,19.8
6332,0.721,18.7
6342,0.987,8.8
6332,0.725,23.3
6332,0.732,23.6
6342,0.973,10.0
6332,0.721,18.4
6332,0.707,24.3
6342,0.988,8.0
6332,0.732,43.4
6342,0.989,8.0
6342,0.993,7.7
6342,0.988,10.4
6332,0.725,19.3
6332,0.712,18.0
6332,0.713,25.5
6342,0.987,8.4
6332,0.725,20.6
6342,0.974,8.1
6332,0.711,23.7
6332,0.722,17.3
6342,0.986,8.2
6332,0.723,23.5
6342,0.990,7.8
6342,0.993,7.6
6342,0.987,8.4
6332,0.726,14.6
6332,0.721,17.8
6332,0.719,21.9
6342,0.994,7.8
6332,0.740,26.3
6342,0.976,11.0
6332,0.722,18.3
6332,0.715,17.5
6342,0.979,8.7
6342,0.991,8.5
6342,0.992,7.8
6332,0.726,21.3
6342,0.986,10.1
6332,0.722,27.9
6332,0.725,22.9
6342,0.993,8.4
6332,0.730,21.5
6332,0.737,18.7
6342,0.977,8.4
6332,0.716,21.1
6332,0.697,27.1
6342,0.983,7.8
6342,0.988,9.2
6342,0.993,8.7
6342,0.987,8.4
6332,0.723,17.7
6332,0.724,19.7
6332,0.726,15.1
6342,0.988,9.1
6332,0.736,21.7
6342,0.969,8.4
6332,0.716,21.0
6332,0.732,12.9
6342,0.986,8.5
6342,0.992,7.7
6342,0.992,7.7
6342,0.994,7.7
6332,0.713,24.3
6332,0.712,23.2
6332,0.751,21.0
6342,0.981,11.5
6332,0.725,24.3
6342,0.978,10.2
6332,0.707,22.2
6332,0.718,15.8
6342,0.981,8.1
6332,0.723,22.2
6342,0.990,7.9
6342,0.993,7.4
6342,0.995,7.9
6332,0.708,27.0
6332,0.741,24.3
6342,0.977,10.9
6332,0.723,16.7
6332,0.728,17.9
6342,0.980,8.0
6332,0.705,19.0
6342,0.979,8.0
6332,0.729,17.1
6332,0.732,28.6
6342,0.990,10.3
6342,0.993,7.9
6342,0.992,7.7
6332,0.733,23.0
6342,0.983,28848.5
6332,0.731,19.2
6332,0.723,20.1
6342,0.984,9.3
6332,0.713,21.8
6332,0.723,28.9
6342,0.970,8.4
6332,0.730,19.1
6342,0.991,7.3
6342,0.990,8.2
6342,0.993,8.1
6332,0.726,23.4
6342,0.984,8.0
6332,0.731,25.3
6332,0.720,17.5
6342,0.989,8.4
6332,0.725,21.3
6332,0.727,20.4
6342,0.970,8.5
6332,0.708,20.3
6332,0.717,22.2
6342,0.983,9.3
6342,0.991,7.9
6342,0.993,7.8
6342,0.994,8.3
6332,0.720,18.6
6332,0.728,17.3
6332,0.731,25.2
6342,0.977,2106.5
6332,0.721,24.7
6342,0.971,9.9
6332,0.723,17.5
6332,0.729,16.5
6342,0.976,10.7
6332,0.720,13.8
6342,0.987,9.7
6342,0.994,8.1
6342,0.986,8.6
6332,0.724,18.1
6332,0.718,22.0
6342,0.989,9.3
6332,0.725,27.2
6332,0.729,19.8
6342,0.976,10.3
6332,0.721,26.6
6342,0.979,10.9
6332,0.719,26.2
6342,0.981,6.0
6342,0.994,7.9
6342,0.993,8.1
6332,0.707,20.2
6342,0.981,9.3
6332,0.731,25.5
6342,0.986,5.2
6332,0.720,20.9
6342,0.984,5.4
6332,0.702,14.3
6332,0.718,16.8
6342,0.978,7.6
6332,0.714,20.5
6342,0.978,8.9
6342,0.985,8.8
6342,0.996,9.1
6332,0.708,16.3
6342,0.980,4729.0
6342,0.984,8.8
6332,0.714,13.8
6332,0.733,13.5
6342,0.986,5.9
6332,0.717,13.1
6332,0.712,23.1
6342,0.977,8.2
6332,0.725,19.7
6332,0.717,14.9
6342,0.970,8.8
6342,0.981,6.7
6342,0.990,7.9
6342,0.994,7.7
6332,0.732,20.1
6332,0.725,16.3
6342,0.977,7351.1
6332,0.712,19.7
6342,0.986,9.4
6332,0.723,21.2
6332,0.728,17.3
6342,0.972,8.6
6332,0.731,21.5
6342,0.987,8.1
6342,0.994,8.0
6342,0.992,7.3
6332,0.724,28.7
6332,0.717,25.4
6342,0.984,7.9
6332,0.728,21.4
6342,0.987,8.0
6332,0.733,17.6
6332,0.710,19.4
6342,0.968,10.1
6332,0.728,19.6
6332,0.715,23.3
6342,0.987,8.0
6342,0.993,7.6
6342,0.994,8.1
6332,0.723,25.9
6332,0.724,22.8
6342,0.980,9.8
6332,0.719,28.0
6332,0.714,25.8
6342,0.989,8.2
6332,0.735,19.1
6332,0.718,29.4
6342,0.967,8.8
6332,0.708,22.2
6342,0.990,7.6
6342,0.995,7.8
6342,0.993,7.9
6332,0.718,18.5
6342,0.979,7348.0
6332,0.740,17.9
6332,0.732,26.7
6342,0.986,10.2
6332,0.710,26.3
6342,0.974,7.9
6332,0.702,24.8
6332,0.726,15.1
6342,0.988,7.9
6342,0.990,8.0
6342,0.995,8.0
6332,0.727,13.3
6342,0.976,12.1
6332,0.734,19.1
6332,0.725,23.6
6342,0.982,9.5
6332,0.717,16.5
6332,0.721,22.8
6342,0.976,8.3
6332,0.722,22.5
6332,0.725,17.7
6342,0.983,8.0
6342,0.990,8.4
6342,0.995,7.7
6342,0.984,7.6
6332,0.721,25.1
6332,0.738,24.2
6342,0.988,10.3
6332,0.731,24.4
6332,0.743,27.1
6342,0.982,9.4
6332,0.728,22.8
6332,0.719,25.3
6342,0.978,7.9
6342,0.987,7.7
6342,0.991,7.8
6342,0.995,7.7
6332,0.708,13.5
6332,0.728,20.6
6332,0.720,24.2
6342,0.977,26751.3
6332,0.725,23.4
6342,0.981,10.0
6332,0.712,33.8
6332,0.713,20.4
6342,0.978,7.6
6332,0.746,22.4
6342,0.982,8.4
6342,0.993,8.0
6342,0.996,7.8
6332,0.722,22.0
6332,0.730,20.2
6342,0.977,10.4
6332,0.725,22.6
6342,0.985,8.8
6332,0.722,22.6
6332,0.722,18.2
6342,0.973,8.5
6332,0.704,24.1
6342,0.979,10.5
6342,0.993,8.0
6342,0.993,8.1
6332,0.728,20.3
6332,0.728,20.9
6342,0.975,8921.2
6332,0.725,20.7
6342,0.985,7.8
6332,0.713,20.0
6332,0.729,24.6
6342,0.975,9.1
6332,0.743,19.8
6332,0.722,17.4
6342,0.979,8.2
6342,0.994,7.9
6342,0.995,8.5
6332,0.720,16.6
6342,0.979,9.7
6332,0.731,24.2
6332,0.734,16.6
6342,0.989,9.9
6332,0.723,21.0
6342,0.973,9.8
6332,0.714,25.2
6332,0.731,21.7
6342,0.985,8.0
6342,0.988,7.5
6342,0.994,7.5
6342,0.995,7.8
6332,0.721,18.7
333,0.248,577.3
6332,0.716,21.0
6332,0.723,23.2
6342,0.976,14.6
6332,0.727,25.7
6342,0.976,8.3
6332,0.734,14.7
6332,0.705,19.2
6342,0.979,9.2
6332,0.724,18.3
6342,0.980,11.2
6342,0.995,7.7
6342,0.991,8.1
6332,0.723,16.1
6332,0.732,20.8
6342,0.979,8.5
6332,0.727,19.9
6342,0.984,8.8
6332,0.727,20.9
6332,0.710,26.5
6342,0.972,9.4
6332,0.714,25.3
6332,0.714,22.5
6342,0.984,8.6
6342,0.988,8.6
6342,0.993,7.7
6342,0.995,7.6
6332,0.734,15.5
6332,0.729,20.6
6342,0.983,18358.6
6332,0.720,15.1
6332,0.726,25.9
6342,0.976,9.3
6332,0.745,13.7
6332,0.725,18.5
6342,0.978,9.7
6332,0.728,22.3
6342,0.983,6.1
6332,0.708,13.8
6342,0.986,5.2
6332,0.713,18.2
6342,0.986,6.1
6332,0.708,20.9
6342,0.981,5.3
6332,0.709,20.0
6332,0.699,16.0
6342,0.964,7.3
6342,0.975,6.9
6342,0.995,8.1
6332,0.700,21.3
6342,0.984,8.0
6332,0.698,18.9
6342,0.976,7.0
6332,0.713,19.0
6342,0.984,6.2
6332,0.711,17.6
6342,0.979,10.1
6332,0.712,21.0
6332,0.707,22.0
6342,0.965,7.6
6332,0.707,20.4
6342,0.985,7.2
6332,0.725,21.2
6342,0.981,8.3
6342,0.995,7.9
6342,0.979,9.4
6332,0.720,26.2
6332,0.718,25.1
6342,0.992,8.2
6332,0.709,19.2
6342,0.978,9.6
6332,0.712,27.2
6342,0.983,7.8
6332,0.707,19.1
6342,0.990,8.0
6342,0.994,7.9
6332,0.725,30.4
6342,0.978,9.5
6332,0.718,30.5
6332,0.731,17.6
6342,0.993,8.5
6332,0.704,25.1
6332,0.722,25.1
6342,0.972,9.2
6332,0.713,20.0
6342,0.979,9.0
6332,0.738,24.4
6342,0.988,7.8
6342,0.994,7.8
6332,0.737,20.0
6342,0.981,9.3
6332,0.716,21.9
6332,0.725,26.3
6342,0.987,11.6
6332,0.728,24.1
6332,0.730,20.8
6342,0.978,12.3
6332,0.720,18.4
6342,0.981,9.7
6342,0.989,7.6
6342,0.994,7.8
6332,0.727,17.1
6332,0.703,30.4
6342,0.981,9.3
6332,0.714,22.0
6332,0.708,18.4
6342,0.990,8.9
6332,0.723,28.1
6332,0.731,24.6
6342,0.973,10.7
6332,0.740,20.5
6332,0.727,19.2
6342,0.969,8.5
6342,0.993,8.0
6342,0.993,7.7
6332,0.730,19.1
6342,0.981,12.3
6332,0.709,20.9
6332,0.723,30.2
6342,0.993,8.3
6332,0.699,20.1
6332,0.712,19.9
6342,0.975,9.2
6332,0.722,17.6
6342,0.983,8.5
6332,0.717,21.4
6342,0.983,9.6
6342,0.994,7.9
6332,0.728,16.9
6342,0.981,8.2
6332,0.726,27.7
6342,0.951,12.7
6332,0.714,21.8
6342,0.989,7.5
6332,0.715,26.3
6342,0.986,5.5
6332,0.711,21.2
6342,0.967,7.9
6332,0.722,28.4
6342,0.958,8.8
6332,0.702,20.8
6342,0.978,5.5
6332,0.726,21.1
6342,0.981,9.1
6342,0.993,9.7
6342,0.980,9.9
6332,0.722,16.5
6332,0.708,17.7
6342,0.992,5.5
6332,0.720,20.6
6342,0.984,6.3
6332,0.724,16.8
6342,0.969,7.6
6332,0.725,17.6
6332,0.716,21.5
6342,0.964,6.4
6342,0.992,7.9
6342,0.994,7.9
6332,0.721,13.3
6342,0.977,9.8
6332,0.731,15.4
6342,0.990,8.0
6332,0.714,18.3
6332,0.726,22.7
6342,0.974,9.9
6332,0.725,21.5
6342,0.973,8.5
6342,0.993,7.9
6342,0.995,8.1
6332,0.735,22.5
6332,0.716,15.9
6342,0.980,14.6
6332,0.726,24.8
6332,0.715,26.4
6342,0.980,9.4
6332,0.722,24.7
6332,0.738,14.8
6342,0.979,7.9
6342,0.982,8.6
6342,0.995,7.6
6332,0.726,15.0
6342,0.980,9.7
6332,0.721,28.7
6332,0.718,22.4
6342,0.987,9.1
6332,0.724,22.5
6342,0.984,8.1
6332,0.735,22.0
6332,0.720,26.4
6342,0.974,9.4
6342,0.993,8.4
6342,0.995,7.8
6332,0.721,25.3
6332,0.702,30.6
6342,0.979,8.0
6332,0.734,18.1
6332,0.710,24.0
6342,0.987,8.1
6332,0.703,20.3
6342,0.976,9.9
6332,0.727,25.9
6332,0.726,15.8
6342,0.979,8.1
6342,0.994,7.5
6342,0.994,7.6
6332,0.707,18.0
6332,0.727,20.0
6342,0.979,8.1
6332,0.724,17.5
6342,0.986,8.7
6332,0.723,18.8
6332,0.736,24.4
6342,0.980,8.9
6332,0.714,21.4
6342,0.982,7.1
6342,0.994,7.4
6342,0.994,7.7
6332,0.736,15.4
6342,0.979,10.1
6332,0.738,15.9
6342,0.986,5.0
6332,0.723,20.5
6332,0.736,20.4
6342,0.973,7.3
6332,0.711,18.9
6342,0.971,7.0
6342,0.992,7.5
6342,0.993,9.0
6332,0.697,23.5
6332,0.738,23.3
6342,0.971,14.9
6332,0.723,27.0
6342,0.991,8.3
6332,0.735,19.9
6332,0.723,21.6
6342,0.981,9.1
6332,0.710,25.4
6332,0.711,23.7
6342,0.962,11.0
6332,0.725,17.9
6342,0.955,2116.6
6332,0.719,17.1
6342,0.985,9.1
6332,0.708,18.9
6332,0.710,20.7
6342,0.981,8.2
6332,0.722,18.5
6342,0.978,8.6
6342,0.995,8.3
6342,0.995,7.8
6332,0.722,22.4
6342,0.987,10.6
6332,0.733,29.7
6332,0.708,22.0
6342,0.970,10.6
6332,0.724,17.2
6342,0.980,10.6
6332,0.711,24.4
6342,0.983,10.1
6342,0.995,7.9
6342,0.994,8.0
6332,0.731,18.2
6332,0.716,22.1
6342,0.980,4202.6
6332,0.728,17.1
6342,0.978,8.7
6332,0.734,20.8
6332,0.708,21.6
6342,0.982,8.5
6342,0.986,8.0
6342,0.995,8.1
6332,0.716,16.0
6342,0.979,10.3
6332,0.728,20.0
6342,0.988,8.5
6332,0.726,20.2
6332,0.709,22.2
6342,0.979,8.6
6332,0.725,19.0
6332,0.695,22.5
6342,0.979,11.0
6342,0.994,7.8
6342,0.995,7.8
6332,0.709,23.5
6342,0.984,10.6
6332,0.718,28.4
6332,0.722,21.6
6342,0.986,8.6
6332,0.723,17.4
6342,0.976,9.5
6332,0.725,24.0
6332,0.727,19.4
6342,0.979,8.6
6342,0.994,7.8
6342,0.994,7.7
6332,0.730,18.8
6332,0.703,18.7
6342,0.981,8.4
6332,0.724,15.5
6342,0.990,7.8
6332,0.730,21.2
6332,0.717,22.6
6342,0.978,10.5
6332,0.708,18.7
6342,0.981,8.8
6342,0.994,7.9
6342,0.994,7.7
6332,0.726,13.8
6332,0.716,19.9
6342,0.985,10.2
6332,0.739,22.0
6342,0.989,8.5
6332,0.725,16.3
6342,0.983,8.3
6332,0.724,18.6
6332,0.721,22.4
6342,0.974,8.3
6342,0.986,8.0
6342,0.995,7.9
6332,0.714,29.2
6342,0.982,7.5
6332,0.721,22.2
6332,0.716,23.8
6342,0.982,8.2
6332,0.732,24.8
6342,0.988,7.8
6332,0.718,22.1
6332,0.740,21.1
6342,0.978,8.1
6332,0.725,14.1
6342,0.986,9.3
6342,0.993,7.9
6342,0.994,7.9
6332,0.739,15.4
6342,0.977,11.7
6332,0.736,18.5
6332,0.735,13.7
6342,0.987,8.4
6332,0.720,19.7
6342,0.984,7.9
6332,0.717,18.2
6332,0.718,23.1
6342,0.980,8.7
6342,0.990,8.2
6342,0.994,7.5
6332,0.713,22.0
6342,0.984,7.6
6332,0.713,21.3
6342,0.982,7.5
6332,0.731,21.7
6332,0.739,27.0
6342,0.987,9.7
6332,0.718,22.3
6342,0.980,8.7
6332,0.731,15.8
6332,0.720,22.2
6342,0.982,7.1
6342,0.993,7.8
6342,0.994,7.9
6342,0.984,6.0
6332,0.724,17.9
6342,0.982,5.2
6332,0.717,24.9
6332,0.713,24.3
6342,0.981,5.8
6332,0.714,19.6
6342,0.974,7.1
6332,0.732,15.5
6342,0.985,5.7
6332,0.715,18.4
6342,0.982,6.9
6342,0.992,9.5
6332,0.705,15.4
6342,0.979,10.0
6332,0.702,17.9
6342,0.987,15.3
6332,0.693,22.1
6342,0.989,5.4
6332,0.716,15.5
6342,0.983,6.0
6332,0.720,22.7
6332,0.713,16.1
6342,0.974,7.0
6332,0.709,18.7
6342,0.978,8.4
6342,0.993,7.8
6342,0.989,10.2
6332,0.720,17.1
6332,0.730,18.4
6342,0.986,7.7
6332,0.724,15.4
6342,0.980,8.5
6332,0.717,28.2
6332,0.711,26.8
6342,0.973,8.2
6342,0.993,7.7
6342,0.990,8.1
6332,0.722,18.5
6342,0.989,8.6
6332,0.691,21.0
6332,0.721,24.6
6342,0.985,8.2
6332,0.736,27.9
6332,0.719,20.9
6342,0.982,9.1
6332,0.720,24.4
6332,0.727,24.8
6342,0.981,8.0
6342,0.988,8.0
6342,0.994,7.9
6332,0.718,19.7
6342,0.984,8.2
6332,0.722,24.4
6332,0.715,24.4
6342,0.989,8.1
6332,0.716,28.4
6342,0.985,8.4
6332,0.708,23.0
6332,0.720,27.4
6342,0.977,7.8
6332,0.727,25.3
6342,0.989,8.1
6342,0.995,7.8
6342,0.988,9.4
6332,0.720,20.5
6332,0.718,22.6
6342,0.979,8.4
6332,0.717,29.3
6342,0.988,7.8
6332,0.709,26.4
6332,0.724,17.7
6342,0.987,7.8
6332,0.722,18.3
6342,0.982,8.1
6342,0.994,7.9
6342,0.994,7.6
6342,0.981,9.4
6332,0.716,27.2
6332,0.716,20.4
6332,0.731,20.8
6342,0.984,9.1
6332,0.740,15.8
6332,0.710,21.9
6342,0.984,10.0
6332,0.728,20.3
6342,0.971,11.5
6332,0.729,14.1
6342,0.994,8.0
6342,0.994,7.8
6342,0.993,7.9
6332,0.707,21.2
6332,0.717,20.4
6342,0.973,9.4
6332,0.731,22.8
6332,0.717,23.5
6342,0.981,8.6
6332,0.725,18.2
6332,0.712,23.4
6342,0.975,10.3
6342,0.984,8.0
6342,0.992,8.4
6342,0.995,7.9
6332,0.728,15.2
6332,0.734,16.3
6342,0.981,10.6
6332,0.720,21.5
6332,0.722,15.9
6342,0.988,8.6
6332,0.722,19.7
6332,0.719,20.7
6342,0.978,9.6
6332,0.730,24.4
6342,0.972,9.6
6342,0.994,8.3
6342,0.993,7.7
6332,0.720,23.2
6332,0.722,19.8
6342,0.981,12.2
6332,0.731,18.5
6342,0.984,9.4
6332,0.717,19.8
6332,0.727,19.2
6342,0.981,8.4
6332,0.733,21.4
6342,0.983,8.0
6342,0.993,8.1
6342,0.995,7.9
6332,0.739,31.9
6342,0.978,8.2
6332,0.715,21.5
6342,0.986,8.3
6332,0.720,21.0
6332,0.727,25.9
6342,0.980,8.7
6332,0.736,17.3
6332,0.690,18.7
6342,0.985,8.4
6342,0.989,9.7
6342,0.994,8.0
6342,0.986,30420.1
6332,0.707,21.4
6332,0.703,22.8
6342,0.988,8.2
6332,0.733,26.7
6332,0.730,21.8
6342,0.983,9.0
6332,0.720,22.9
6332,0.729,28.4
6342,0.979,8.5
6342,0.991,7.9
6342,0.995,8.1
6332,0.728,24.5
6342,0.985,7.7
6332,0.719,18.3
6342,0.981,8.6
6332,0.708,13.8
6342,0.989,8.4
6332,0.722,17.9
6332,0.711,22.3
6342,0.983,9.1
6332,0.726,24.3
6332,0.723,19.4
6342,0.984,7.8
6342,0.996,8.0
6342,0.991,8.4
6332,0.723,24.7
6342,0.975,6.9
6332,0.736,21.5
6342,0.986,5.1
6332,0.709,18.4
6342,0.975,6.0
6332,0.721,17.2
6332,0.728,22.0
6342,0.964,7.1
6332,0.722,19.4
6342,0.980,6.5
6342,0.991,10.6
6342,0.980,8.4
6332,0.705,22.4
6342,0.975,5.8
6332,0.724,21.6
6342,0.987,8.2
6332,0.714,15.6
6332,0.717,22.2
6342,0.988,6.2
6332,0.725,14.4
6332,0.710,23.9
6342,0.979,6.5
6332,0.714,24.0
6342,0.968,6.6
6332,0.700,17.5
6342,0.984,9.3
6342,0.993,7.8
6342,0.991,8.8
6332,0.734,16.3
6332,0.722,15.2
6342,0.989,8.1
6332,0.717,27.0
6342,0.986,9.4
6332,0.722,24.5
6332,0.729,15.7
6342,0.972,8.1
6342,0.994,7.7
6342,0.995,7.6
6332,0.720,20.8
6342,0.989,8.5
6332,0.723,18.3
6332,0.708,22.8
6342,0.984,9.9
6332,0.712,22.7
6342,0.978,8.4
6332,0.719,19.3
6342,0.985,8.1
6342,0.995,7.8
6342,0.993,8.7
6332,0.713,26.1
6332,0.724,22.2
6332,0.722,22.4
6342,0.979,8.1
6332,0.702,23.8
6342,0.990,9.0
6332,0.717,29.5
6332,0.711,30.8
6342,0.982,9.9
6332,0.718,30.0
6342,0.983,8.8
6342,0.996,7.8
6342,0.993,8.1
6332,0.724,21.8
6342,0.984,8.5
6332,0.715,24.8
6332,0.703,18.4
6342,0.984,8.4
6332,0.713,21.7
6332,0.714,22.7
6342,0.983,8.5
6332,0.727,19.7
6342,0.984,9.3
6342,0.992,8.4
6342,0.995,7.8
6332,0.699,29.7
6342,0.972,17.3
6332,0.721,17.2
6332,0.713,23.9
6342,0.991,7.4
6332,0.721,21.5
6342,0.984,8.6
6332,0.725,24.3
6332,0.718,17.4
6342,0.978,8.7
6332,0.739,23.0
6342,0.984,9.5
6342,0.993,7.9
6342,0.994,7.9
6332,0.720,24.3
6332,0.734,16.1
6342,0.981,11.6
6332,0.708,23.3
6332,0.717,16.4
6342,0.987,9.1
6332,0.731,34.4
6332,0.914,45.5
6332,0.835,71.7
6332,0.875,57.4
6332,0.853,58.8
6332,0.854,67.4
6332,0.860,60.5
6332,0.922,34.2
6332,0.912,47.7
6332,0.862,70.2
