tid,seq_ratio,avg_stride
10831,0.707,18.1
10841,0.988,5.6
10841,0.991,6.5
10831,0.713,22.5
10841,0.991,8410.8
10831,0.716,16.4
10841,0.992,4.6
10841,0.976,9.0
10841,0.994,8.4
10841,0.995,8.6
10831,0.715,22.7
10841,0.977,12609.3
10831,0.718,19.2
10841,0.988,23058.6
10831,0.724,23.7
10841,0.983,23072.7
10841,0.985,4.3
10831,0.714,20.9
10841,0.988,4.5
10841,0.989,9.0
10841,0.995,8.9
10841,0.982,30416.3
10831,0.708,17.5
10841,0.991,4.5
10831,0.705,18.8
10841,0.990,5.2
10831,0.716,13.7
10841,0.992,4.6
10841,0.988,15191.1
10831,0.698,19.2
10841,0.981,4.7
10841,0.988,9.6
10841,0.996,8.1
10831,0.715,30.1
10841,0.984,55560.7
10841,0.987,7.6
10831,0.724,13.3
10841,0.989,4.8
10841,0.991,4.6
10831,0.719,18.9
10841,0.989,21.9
10831,0.688,19.6
10841,0.985,7.4
10841,0.996,8.4
10841,0.995,8.7
10841,0.975,34657.7
10831,0.728,20.8
10841,0.985,5.9
10841,0.994,4.6
10831,0.704,15.7
10841,0.986,4.6
10831,0.718,15.7
10841,0.993,4.8
10841,0.984,6.7
10841,0.996,7.8
10841,0.996,8.0
10831,0.698,22.9
10841,0.973,26831.5
10841,0.985,39.7
10831,0.718,17.0
10841,0.990,8.6
10831,0.715,16.2
10841,0.989,6.7
10841,0.990,7.2
10831,0.719,22.4
10841,0.986,8.2
10841,0.995,8.4
10841,0.986,17340.5
10831,0.722,13.7
10841,0.993,6.8
10841,0.990,6.8
10831,0.709,18.1
10841,0.982,6.1
10831,0.716,14.9
10841,0.992,6.6
10831,0.720,16.0
10841,0.970,25.2
10841,0.995,8.4
10841,0.996,7.9
10841,0.972,75538.1
10831,0.715,20.3
10841,0.987,4.5
10841,0.995,6.4
10831,0.718,20.4
10841,0.991,4.7
10831,0.703,17.3
10841,0.987,6.4
10841,0.983,23.8
10841,0.995,8.8
10841,0.978,4257.4
10831,0.720,17.2
10841,0.992,4.6
10831,0.727,18.5
10841,0.991,4.6
10831,0.712,19.1
10841,0.988,4.5
10841,0.989,6.8
10831,0.718,15.4
10841,0.991,24632.7
10841,0.994,8.2
10841,0.986,25.1
10831,0.726,24.1
10841,0.991,6.7
10831,0.718,22.6
10841,0.986,5.6
10841,0.987,22.0
10831,0.710,16.3
10841,0.986,10.5
10841,0.995,8.4
10841,0.987,38836.7
10831,0.714,16.3
10841,0.972,23.4
10831,0.706,16.6
10841,0.982,5.6
10831,0.713,21.2
10841,0.981,25190.2
10841,0.996,8.3
10831,0.702,28.7
10831,0.701,22.9
10831,0.724,23.4
10841,0.943,19460.1
10841,0.987,5.1
10831,0.714,17.0
10841,0.980,57.8
10831,0.728,18.2
10841,0.992,4.5
10831,0.702,20.6
10841,0.989,5.6
10841,0.984,7.1
10831,0.722,17.9
10841,0.973,11.6
10831,0.779,16.9
10841,0.948,42.0
10841,0.994,8.4
10841,0.995,8.2
10831,0.719,16.2
10841,0.974,60838.9
10831,0.716,20.0
10841,0.989,4.8
10831,0.722,22.4
10841,0.992,4.7
10841,0.978,5.7
10831,0.732,18.8
10841,0.983,6.8
10831,0.724,20.7
10841,0.965,2106.6
10831,0.729,15.3
10841,0.993,6.1
10841,0.986,8.7
10831,0.718,17.0
10841,0.980,4.8
10831,0.724,19.4
10841,0.980,12046.0
10841,0.985,10.3
10841,0.993,9.6
10831,0.695,27.4
10841,0.978,58749.2
10841,0.989,4.6
10831,0.708,23.7
10841,0.991,4.8
10831,0.733,14.5
10841,0.985,4.7
10831,0.705,19.6
10841,0.987,6.9
10841,0.983,9461.6
10841,0.995,8.4
10841,0.996,9.0
10831,0.714,18.6
10841,0.984,20976.7
10831,0.718,15.5
10841,0.991,39.6
10841,0.981,5.0
10831,0.718,16.4
10841,0.992,5.7
10831,0.702,26.0
10841,0.986,5.2
10841,0.988,9.6
10841,0.994,8.3
10831,0.719,24.5
10841,0.987,40.7
10841,0.983,20.6
10831,0.712,18.2
10841,0.989,4.6
10831,0.738,23.5
10841,0.988,5.4
10831,0.716,18.2
10841,0.982,6.1
10841,0.987,38.2
10841,0.995,8.9
10841,0.995,8.7
10831,0.710,22.3
10841,0.977,45115.0
10831,0.726,22.4
10841,0.989,5.8
10841,0.991,6.5
10831,0.714,24.1
10841,0.990,4.5
10831,0.727,18.7
10841,0.988,5.6
10841,0.983,10542.9
10841,0.996,8.4
10841,0.995,8.7
10831,0.699,22.8
10841,0.981,19975.9
10831,0.710,18.8
10841,0.984,20.7
10841,0.988,6.6
10831,0.735,13.6
10841,0.990,5.0
10831,0.717,25.1
10841,0.988,20.3
10841,0.988,10.1
10841,0.994,8.8
10841,0.985,15211.3
10831,0.720,18.6
10841,0.985,6.5
10831,0.713,23.1
10841,0.985,5.5
10841,0.982,13637.6
10831,0.709,23.9
10841,0.991,4.7
10831,0.705,17.3
10841,0.972,37.5
10841,0.996,8.2
10841,0.994,8.6
10831,0.702,23.4
10841,0.972,45691.5
10841,0.980,43.0
10831,0.708,19.8
10841,0.983,23057.5
10831,0.707,17.7
10841,0.987,4.8
10831,0.697,17.0
10841,0.969,6.0
10841,0.986,9.8
10841,0.994,9.2
10841,0.973,9969.8
10831,0.710,19.9
10841,0.992,6.7
10831,0.723,11.4
10841,0.983,22.6
10841,0.986,5.4
10831,0.709,21.4
10841,0.987,5.4
10831,0.706,24.4
10841,0.979,38.8
10841,0.992,9.2
10841,0.993,8.8
10841,0.953,4290.8
10831,0.713,20.5
10841,0.985,10.0
10841,0.995,7.9
10841,0.984,20999.8
10841,0.984,4.9
10831,0.721,20.1
10841,0.975,22.3
10831,0.718,16.9
10841,0.985,4.8
10841,0.987,6.5
10831,0.711,16.9
10841,0.991,5.0
10841,0.982,10.5
10831,0.716,14.9
10841,0.965,9.4
10831,0.708,23.5
10841,0.990,5.2
10841,0.990,4.5
10831,0.714,23.9
10841,0.988,12588.0
10831,0.704,20.3
10841,0.990,4.4
10841,0.991,7.8
10841,0.991,8.1
10841,0.981,42.2
10831,0.730,13.0
10841,0.978,23.0
10841,0.979,11541.1
10831,0.719,17.5
10841,0.976,5.1
10831,0.718,18.0
10841,0.966,6.0
10831,0.730,23.0
10841,0.963,42.7
10841,0.995,8.6
10841,0.993,8.0
10841,0.965,23126.4
10831,0.715,23.8
10841,0.989,5.0
10841,0.990,4.6
10831,0.716,23.6
10841,0.993,4.5
10831,0.741,18.8
10841,0.984,6.5
10841,0.972,9.1
10841,0.984,7.4
10841,0.907,28522.5
10831,0.751,18.9
10841,0.993,4.5
10831,0.723,18.2
10841,0.993,4.8
10841,0.985,9.0
10831,0.725,20.6
10841,0.988,5.0
10831,0.725,15.2
10841,0.986,7.5
10841,0.995,8.1
10841,0.976,52979.9
10841,0.990,5.1
10831,0.726,15.2
10841,0.985,7.5
10831,0.714,18.8
10841,0.992,4.4
10841,0.991,4.4
10831,0.715,21.7
10841,0.990,4.6
10841,0.982,10.3
10841,0.995,8.4
10841,0.981,4222.3
10841,0.996,8.3
10841,0.995,7.9
10831,0.700,42.2
10831,0.709,17.7
10841,0.955,41946.0
10831,0.709,13.6
10831,0.717,22.8
10831,0.727,20.4
10831,0.720,22.0
10841,0.943,58.1
10841,0.990,4.6
10831,0.732,20.7
10841,0.988,4.7
10831,0.718,25.9
10841,0.987,6.5
10831,0.717,25.0
10841,0.985,5.2
10841,0.984,9494.9
10831,0.704,24.2
10841,0.943,19459.0
10841,0.989,7.9
10841,0.995,8.1
10831,0.731,20.2
10841,0.969,51958.8
10831,0.730,20.5
10841,0.984,4.9
10831,0.725,19.6
10841,0.985,7.0
10831,0.720,19.6
10841,0.985,6.0
10841,0.980,5.6
10831,0.716,16.5
10841,0.962,12.8
10831,0.733,16.9
10841,0.989,15734.1
10841,0.989,6.7
10831,0.712,14.1
10841,0.984,4.5
10831,0.734,16.6
10841,0.988,5.8
10831,0.723,22.8
10841,0.979,7.2
10841,0.996,9.4
10841,0.991,9.2
10841,0.983,15752.2
10831,0.717,16.7
10841,0.989,4.8
10831,0.731,19.9
10841,0.984,8.8
10831,0.723,18.3
10841,0.985,37.2
10841,0.988,6.5
10841,0.984,41.0
10841,0.994,9.3
10831,0.702,18.3
10841,0.989,14687.9
10841,0.993,24628.0
10831,0.705,20.1
10841,0.990,6.7
10831,0.715,19.9
10841,0.989,6.6
10841,0.981,6.7
10831,0.714,20.4
10841,0.977,5.9
10841,0.995,8.7
10841,0.995,8.3
10831,0.717,31.1
10841,0.986,10508.0
10841,0.991,4.5
10831,0.726,20.3
10841,0.992,4.7
10831,0.712,23.0
10841,0.989,7.5
10841,0.987,4.5
10831,0.717,12.4
10841,0.992,9.0
10841,0.996,8.6
10841,0.984,19457.9
10831,0.714,20.0
10841,0.992,4.8
10841,0.987,22.8
10831,0.714,17.2
10841,0.990,4.3
10831,0.700,24.0
10841,0.981,8935.7
10841,0.991,7.9
10841,0.995,8.9
10841,0.982,26.7
10831,0.704,19.0
10841,0.992,19910.2
10831,0.721,24.2
10841,0.983,22.7
10841,0.984,5.1
10831,0.709,16.2
10841,0.984,4.6
10841,0.993,8.3
10841,0.995,8.3
10831,0.721,18.4
10841,0.977,16263.5
10831,0.724,14.9
10841,0.986,22.7
10831,0.718,21.2
10841,0.983,7.3
10841,0.990,4.7
10831,0.707,19.6
10841,0.992,4.7
10841,0.983,9.0
10841,0.995,9.0
10831,0.703,15.5
10841,0.977,14739.7
10831,0.726,16.9
10841,0.990,5.3
10841,0.981,5.5
10831,0.710,18.0
10841,0.990,39.6
10831,0.725,25.8
10841,0.986,4.8
10841,0.977,23.8
10841,0.995,8.7
10831,0.715,23.1
10841,0.979,13640.4
10841,0.993,4.6
10831,0.708,19.6
10841,0.992,5.4
10831,0.713,21.6
10841,0.992,4.5
10841,0.987,6.6
10831,0.716,18.6
10841,0.976,7.6
10841,0.994,9.0
10841,0.994,8.6
10831,0.784,23.6
10841,0.978,20978.4
10831,0.715,21.3
10841,0.983,25.7
10841,0.990,6.8
10831,0.708,19.9
10841,0.985,4.7
10831,0.706,20.7
10841,0.989,4.4
10841,0.981,58.1
10841,0.995,9.1
10841,0.983,21012.2
10831,0.716,19.9
10841,0.985,42.0
10831,0.711,18.7
10841,0.995,4.4
10841,0.992,4.6
10831,0.699,22.5
10841,0.988,22.7
10831,0.718,19.3
10841,0.991,5.9
10841,0.995,8.3
10841,0.996,8.4
10841,0.977,4250.9
10831,0.711,21.3
10841,0.989,4.7
10831,0.721,22.5
10841,0.987,4.4
10841,0.989,4.9
10831,0.718,17.8
10841,0.989,5229.9
10841,0.990,8.5
10841,0.997,8.0
10841,0.983,22570.2
10831,0.722,16.3
10841,0.990,6.1
10831,0.720,16.5
10841,0.993,4.4
10841,0.995,5.3
10831,0.714,19.7
10841,0.993,4.8
10841,0.989,20.5
10831,0.695,22.4
10841,0.985,28.7
10841,0.995,8.2
10841,0.979,8478.2
10841,0.992,8.4
10831,0.703,18.9
10841,0.981,22.0
10831,0.714,22.9
10841,0.985,4.4
10841,0.988,23.6
10831,0.705,20.7
10841,0.991,9.1
10841,0.996,8.5
10841,0.980,19458.1
10831,0.722,17.9
10841,0.987,4.7
10841,0.967,24.5
10831,0.700,22.9
10841,0.969,6.3
10831,0.720,17.5
10841,0.970,7.2
10841,0.978,9.4
10841,0.994,8.6
10841,0.997,7.8
10831,0.713,16.9
10841,0.983,7.7
10831,0.714,15.5
10841,0.981,23.6
10841,0.991,5.5
10831,0.710,20.9
10841,0.989,4.6
10831,0.714,21.6
10841,0.993,4.6
10841,0.982,9.2
10841,0.983,8.2
10831,0.786,18.1
10841,0.915,54366.2
10841,0.992,5.2
10841,0.986,10.2
10841,0.996,8.3
10831,0.703,20.7
10841,0.973,15784.9
10841,0.993,4.5
10831,0.716,16.9
10841,0.991,4.6
10831,0.719,16.9
10841,0.961,24.8
10831,0.709,17.1
10841,0.983,6280.9
10841,0.992,9.3
10841,0.996,8.2
10831,0.721,17.9
10831,0.716,19.9
10831,0.712,16.9
10841,0.975,19964.7
10841,0.986,22.5
10831,0.706,15.1
10841,0.988,24.9
10831,0.724,18.0
10841,0.987,5.3
10831,0.716,19.5
10841,0.992,4.5
10841,0.988,10.1
10831,0.715,17.8
10841,0.955,6314.5
10831,0.721,20.8
10841,0.983,5.3
10831,0.733,23.1
10841,0.990,7.0
10841,0.989,8.2
10831,0.710,18.8
10841,0.981,4.4
10841,0.989,39.0
10841,0.994,9.4
10831,0.728,12.1
10841,0.965,106436.5
10831,0.717,21.8
10841,0.953,62.6
10841,0.992,8.2
10841,0.993,8.1
10841,0.969,72377.4
10831,0.728,19.7
10841,0.983,24.4
10831,0.717,15.5
10841,0.985,6.4
10831,0.721,17.4
10841,0.986,6.6
10841,0.987,5.8
10831,0.697,19.0
10841,0.966,46.4
10831,0.709,25.8
10841,0.990,5.1
10841,0.987,4.6
10831,0.705,14.4
10841,0.978,6.4
10831,0.717,19.8
10841,0.987,4.6
10841,0.981,23.2
10841,0.995,9.0
10841,0.995,9.1
10831,0.742,18.7
10841,0.974,40.3
10831,0.720,17.3
10841,0.987,6.0
10841,0.993,4.6
10831,0.719,20.9
10841,0.979,12046.2
10831,0.716,18.0
10841,0.984,9.2
10841,0.995,9.1
10841,0.994,8.6
10831,0.710,21.3
10841,0.984,125.9
10841,0.989,5.0
10831,0.708,15.5
10841,0.990,4.7
10831,0.722,26.1
10841,0.985,41.8
10831,0.765,17.8
10841,0.991,4.7
10841,0.983,9.6
10841,0.995,8.7
10831,0.739,18.0
10841,0.978,10513.9
10831,0.721,19.7
10841,0.986,4.7
10831,0.723,19.1
10841,0.989,4.9
10841,0.988,6.3
10831,0.703,24.3
10841,0.979,10495.1
10841,0.995,8.7
10841,0.995,8.8
10831,0.713,13.7
10841,0.973,50390.5
10841,0.988,5.6
10831,0.709,24.0
10841,0.992,25155.0
10831,0.730,15.4
10841,0.992,4.6
10831,0.704,18.3
10841,0.975,24649.2
10841,0.990,41.1
10841,0.995,8.7
10841,0.983,24.5
10831,0.722,24.3
10841,0.990,21.0
10831,0.707,26.4
10841,0.987,5.2
10841,0.989,6.2
10831,0.706,18.6
10841,0.983,6.9
10831,0.711,25.6
10841,0.983,6.5
10841,0.996,8.7
10841,0.996,8.1
10841,0.981,45110.8
10831,0.725,19.7
10841,0.989,24.2
10831,0.725,16.0
10841,0.982,23.9
10831,0.728,16.0
10841,0.990,6.5
10841,0.987,6.8
10831,0.718,14.7
10841,0.985,10.4
10841,0.996,8.5
10841,0.996,8.2
10841,0.979,7.8
10831,0.714,16.8
10841,0.991,14669.2
10831,0.709,18.4
10841,0.980,4.6
10831,0.722,16.6
10841,0.989,4.4
10841,0.986,24.2
10831,0.723,23.9
10841,0.984,39.9
10841,0.996,8.6
10841,0.983,2087.5
10841,0.994,4.3
10831,0.705,18.8
10841,0.983,20.7
10831,0.726,22.9
10841,0.991,6.6
10841,0.988,4.6
10831,0.722,21.7
10841,0.980,22.0
10841,0.995,9.3
10841,0.993,8.2
10831,0.719,24.6
10841,0.981,12.3
10841,0.992,22.1
10831,0.730,20.5
10841,0.984,6.9
10831,0.702,18.2
10841,0.986,4.6
10841,0.986,22.5
10831,0.705,18.5
10841,0.990,7.5
10841,0.996,8.2
10841,0.977,73509.3
10831,0.720,24.8
10841,0.990,5.7
10841,0.988,4.4
10831,0.717,25.4
10841,0.984,5.3
10831,0.718,28.5
10841,0.988,9.0
10841,0.984,6.0
10841,0.996,8.0
10841,0.995,8.2
10841,0.996,8.3
10841,0.996,8.5
10831,0.728,20.5
10841,0.976,73949.1
10841,0.977,41.5
10831,0.722,20.8
10841,0.987,40.0
10841,0.978,24.4
10831,0.721,12.2
10841,0.985,5.3
10831,0.708,11.5
10841,0.991,8.5
10841,0.982,7.8
10831,0.700,21.6
10841,0.988,7.7
10831,0.713,18.5
10841,0.987,22.1
10841,0.992,4.7
10831,0.720,27.7
10841,0.987,4.5
10841,0.986,9.2
10841,0.995,7.7
10831,0.728,22.5
10841,0.979,80662.0
10841,0.985,39.4
10831,0.728,21.1
10841,0.985,5.1
10841,0.989,4.2
10831,0.714,19.3
10841,0.988,39.6
10831,0.729,24.3
10841,0.984,8.2
10841,0.996,8.2
10841,0.996,8.2
10831,0.777,16.7
10841,0.976,30972.3
10841,0.986,6.6
10831,0.710,20.0
10841,0.988,21.9
10831,0.718,16.3
10841,0.990,4.8
10831,0.779,14.6
10841,0.981,4.6
10841,0.996,8.4
10841,0.996,8.1
10831,0.712,17.4
10841,0.952,34714.1
10831,0.713,19.0
10841,0.989,40.9
10841,0.989,9.8
10841,0.996,7.9
10831,0.707,17.0
10831,0.725,20.3
10841,0.957,7399.1
10831,0.721,22.3
10841,0.990,5.0
10831,0.726,23.9
10841,0.989,14702.1
10831,0.721,23.4
10841,0.995,4.4
10841,0.993,4.4
10831,0.701,17.9
10841,0.989,38.5
10831,0.729,10.8
10841,0.963,50356.8
10841,0.971,10.1
10841,0.993,8.3
10831,0.718,20.6
10841,0.976,25.3
10831,0.736,16.9
10841,0.987,4.8
10831,0.739,16.5
10841,0.983,6.6
10831,0.734,22.2
10841,0.984,6.5
10841,0.990,4.9
10831,0.718,14.7
10841,0.973,7.0
10831,0.734,18.4
10841,0.973,1633.0
10841,0.976,6.9
10831,0.706,13.1
10841,0.990,4.8
10831,0.724,19.1
10841,0.974,5.5
10831,0.725,18.7
10841,0.979,9462.6
10841,0.995,9.1
10841,0.993,9.8
10831,0.716,16.1
10841,0.977,10543.8
10831,0.719,26.8
10841,0.981,8953.4
10831,0.717,17.4
10841,0.982,38.4
10841,0.990,4.6
10831,0.704,21.6
10841,0.980,8.1
10841,0.996,8.4
10841,0.996,8.4
10841,0.994,8.7
10841,0.995,8.5
10831,0.709,18.5
10841,0.967,13708.7
10841,0.992,18337.1
10831,0.719,14.4
10841,0.993,5.2
10841,0.990,4.6
10831,0.719,20.9
10841,0.988,8935.5
10831,0.705,22.6
10841,0.978,6.1
10841,0.986,4.8
10831,0.710,18.0
10841,0.986,7.8
10831,0.731,19.0
10841,0.990,6.0
10831,0.717,19.4
10841,0.988,4.8
10841,0.979,36.9
10841,0.995,8.2
10841,0.996,8.4
10831,0.713,23.5
10841,0.986,25.2
10831,0.707,17.0
10841,0.985,11558.6
10841,0.984,6294.4
10831,0.722,26.9
10841,0.990,7.7
10831,0.718,17.2
10841,0.984,6.3
10841,0.984,5.6
10841,0.994,8.8
10841,0.996,8.7
10831,0.724,17.8
10841,0.981,24121.4
10831,0.720,21.8
10841,0.989,41.9
10831,0.719,11.3
10841,0.981,5.1
10841,0.986,5.9
10831,0.722,20.7
10841,0.977,23.1
10841,0.992,10.0
10841,0.995,8.4
10831,0.728,23.7
10841,0.979,25738.0
10841,0.981,6.8
10831,0.715,19.8
10841,0.971,24.5
10831,0.722,22.5
10841,0.985,4.4
10831,0.710,18.2
10841,0.982,5.1
10841,0.986,4218.1
10841,0.994,8.7
10841,0.995,8.8
10831,0.698,22.0
10841,0.980,22078.6
10831,0.703,18.1
10841,0.992,6.2
10831,0.720,19.1
10841,0.984,5.7
10841,0.989,23.0
10831,0.699,23.6
10841,0.985,4.7
10841,0.987,8941.4
10841,0.995,9.2
10831,0.739,21.1
10841,0.978,39905.5
10841,0.990,7.0
10831,0.707,16.2
10841,0.989,4.7
10831,0.714,13.8
10841,0.992,5.0
10841,0.989,5.2
10841,0.989,11.1
10841,0.995,8.4
10831,0.702,24.9
10841,0.984,12087.6
10841,0.990,10490.2
10831,0.720,19.3
10841,0.992,4.6
10831,0.714,26.1
10841,0.990,5.1
10831,0.728,30.3
10841,0.988,5.2
10841,0.982,6.7
10841,0.995,8.4
10841,0.995,8.9
10831,0.708,27.9
10841,0.985,26.4
10831,0.719,21.6
10841,0.988,6.7
10841,0.991,15208.9
10831,0.721,15.0
10841,0.985,23.4
10831,0.707,20.3
10841,0.971,15225.6
10841,0.990,9.0
10841,0.995,8.6
10841,0.980,23142.6
10831,0.719,18.6
10841,0.984,6.5
10841,0.990,4.7
10831,0.713,18.3
10841,0.989,6.4
10831,0.713,23.6
10841,0.987,4.6
10841,0.988,5.8
10841,0.997,8.0
10841,0.995,8.4
10831,0.725,16.0
10841,0.981,48746.3
10831,0.719,24.7
10841,0.989,4.7
10841,0.990,8.4
10831,0.704,16.9
10841,0.990,4.6
10831,0.770,16.2
10841,0.989,6.7
10841,0.989,9.3
10841,0.996,8.6
10841,0.980,2683.3
10831,0.735,23.3
10841,0.990,6.1
10831,0.725,19.8
10841,0.986,24.2
10841,0.991,5.8
10831,0.713,18.3
10841,0.986,8.3
10831,0.769,24.2
10841,0.989,6.1
10841,0.997,7.8
10841,0.996,8.3
10841,0.975,14687.9
10831,0.722,17.5
10841,0.992,7.0
10831,0.703,19.4
10841,0.976,9.3
10841,0.987,20.5
10831,0.719,21.2
10841,0.984,9.4
10841,0.995,8.1
10841,0.997,7.4
10841,0.977,6311.3
10831,0.719,20.0
10841,0.983,5.7
10831,0.714,22.3
10841,0.980,5.3
10841,0.985,4.8
10831,0.706,15.7
10841,0.987,24.4
10841,0.990,8.3
10841,0.995,8.2
10831,0.711,21.9
333,0.288,566.2
10841,0.981,11576.1
10841,0.987,11.5
10841,0.994,8.0
10841,0.972,3225.1
10831,0.726,22.9
10841,0.966,6.4
10831,0.718,20.0
10831,0.733,29.6
10841,0.951,19453.9
10841,0.987,8.7
10831,0.716,22.8
10831,0.758,19.3
10841,0.941,18965.0
10831,0.717,20.8
10841,0.986,7.3
10831,0.704,13.9
10841,0.988,4.8
10831,0.732,17.1
10841,0.988,6.4
10841,0.992,4.7
10831,0.730,17.3
10841,0.984,9.5
10831,0.729,18.0
10841,0.939,6.7
10841,0.989,7.9
10841,0.995,8.1
10831,0.711,14.6
10841,0.969,63494.2
10831,0.733,15.9
10841,0.980,22.4
10831,0.728,31.8
10841,0.986,5.3
10841,0.980,4.8
10831,0.730,24.8
10841,0.986,7.3
10831,0.744,20.7
10841,0.966,31990.3
10831,0.716,19.1
10841,0.988,22.1
10841,0.984,22.3
10831,0.723,20.5
10841,0.984,20.9
10831,0.724,20.7
10841,0.986,4.5
10841,0.989,9.0
10841,0.994,8.8
10831,0.718,16.5
10841,0.979,8435.0
10841,0.987,4.4
10831,0.727,16.1
10841,0.990,20.3
10831,0.719,16.8
10841,0.986,4.7
10831,0.712,19.2
10841,0.992,6.6
10841,0.985,7.1
10841,0.995,9.3
10831,0.732,21.6
10841,0.978,60281.4
10841,0.987,8.8
10831,0.713,20.3
10841,0.989,6.5
10831,0.717,22.4
10841,0.988,4.4
10841,0.985,23.0
10831,0.735,21.8
10841,0.986,4.6
10841,0.986,10.7
10841,0.996,8.7
10831,0.716,23.9
10841,0.976,19911.2
10841,0.988,6.5
10831,0.730,18.6
10841,0.982,21.8
10831,0.713,23.1
10841,0.991,6.2
10831,0.703,18.6
10841,0.982,5.8
10841,0.988,10.0
10841,0.996,8.3
10831,0.767,16.9
10841,0.976,11070.0
10841,0.990,4.5
10831,0.711,24.8
10841,0.987,4.9
10831,0.730,17.4
10841,0.981,6.1
10831,0.723,19.0
10841,0.989,20.2
10841,0.973,25.0
10841,0.996,9.2
10841,0.995,8.4
10831,0.721,27.0
10841,0.974,54.2
10831,0.727,19.4
10841,0.986,4.5
10831,0.731,17.6
10841,0.980,4.6
10841,0.988,20958.5
10831,0.717,13.7
10841,0.975,29908.3
10841,0.996,8.5
10841,0.994,8.5
10841,0.982,24.4
10831,0.722,18.6
10841,0.989,1595.7
10831,0.713,21.0
10841,0.992,4.7
10841,0.986,20.4
10831,0.712,20.7
10841,0.987,24.8
10841,0.989,19932.8
10841,0.992,8.7
10831,0.712,16.8
10841,0.982,29365.7
10841,0.985,39.0
10831,0.722,19.2
10841,0.986,20.3
10831,0.709,17.8
10841,0.992,4.5
10841,0.989,8.5
10831,0.713,26.5
10841,0.992,7.9
10841,0.995,9.0
10841,0.980,8990.0
10831,0.713,21.3
10841,0.992,4.8
10841,0.985,6.5
10831,0.719,19.0
10841,0.959,5.0
10831,0.721,23.7
10841,0.981,58.8
10841,0.995,8.3
10841,0.979,14690.3
10831,0.706,20.7
10841,0.989,5.4
10841,0.987,5.4
10831,0.738,27.0
10841,0.987,22.1
10841,0.982,22.0
10831,0.707,19.1
10841,0.974,8.9
10841,0.992,9.0
10841,0.969,16842.5
10831,0.711,16.9
10841,0.986,20.7
10831,0.718,17.1
10841,0.991,6.4
10841,0.992,4.4
10831,0.721,18.8
10841,0.990,4.5
10831,0.786,21.3
10841,0.987,7.9
10841,0.995,8.1
10841,0.983,1039.6
10831,0.735,24.0
10841,0.989,4.6
10841,0.986,4.4
10831,0.704,22.7
10841,0.988,5.4
10841,0.993,5.4
10831,0.712,29.9
10841,0.986,5.3
10841,0.996,8.2
10841,0.996,8.1
10831,0.728,25.6
10841,0.977,30939.0
10841,0.996,6.7
10831,0.732,17.8
10841,0.990,4.7
10841,0.993,4.4
10831,0.724,16.6
10841,0.989,4.5
10831,0.702,12.1
10841,0.987,6.6
10841,0.996,7.3
10841,0.996,8.2
10841,0.974,41.4
10831,0.729,16.8
10841,0.990,4.4
10831,0.726,22.0
10841,0.988,4.4
10841,0.991,4.6
10831,0.730,14.7
10841,0.989,20.7
10841,0.990,9.9
10841,0.995,8.5
10831,0.717,20.3
10841,0.977,133204.9
10841,0.983,7.3
10831,0.712,14.4
10841,0.989,4.8
10831,0.728,18.3
10841,0.989,7.6
10831,0.713,15.9
10841,0.992,5.8
10831,0.783,12.6
10841,0.978,20961.9
10841,0.996,8.4
10841,0.996,8.4
10841,0.981,42979.0
10831,0.706,16.7
10841,0.985,23.9
10841,0.985,6.5
10831,0.728,15.7
10841,0.990,7.0
10831,0.720,21.2
10841,0.978,38.8
10841,0.996,8.1
10841,0.995,8.1
10841,0.975,29399.8
10831,0.714,20.5
10841,0.978,27.3
10841,0.996,8.0
10841,0.979,69767.0
10841,0.990,5.3
10831,0.714,16.1
10841,0.988,38.8
10831,0.725,19.3
10841,0.992,22.6
10841,0.979,11000.3
10831,0.721,18.5
10841,0.989,5.4
10831,0.716,29.3
10841,0.991,5.4
10841,0.985,5.6
10831,0.714,13.6
10841,0.984,6.5
10831,0.720,12.7
10841,0.984,25.3
10841,0.996,8.1
10841,0.976,32568.5
10841,0.989,4.3
10831,0.738,15.3
10841,0.990,5.4
10831,0.715,28.9
10841,0.985,5.7
10841,0.987,5.1
10831,0.708,24.6
10841,0.989,4.9
10841,0.990,25.6
10841,0.994,8.4
10841,0.996,7.7
10841,0.996,8.2
10841,0.971,57225.4
10831,0.689,17.6
10841,0.990,4.8
10831,0.721,15.3
10841,0.991,8.3
10841,0.989,7.2
10831,0.699,17.6
10841,0.975,4.8
10831,0.709,17.1
10841,0.947,4274.0
10841,0.987,11.0
10841,0.995,8.0
10831,0.715,13.4
10831,0.724,16.4
10831,0.718,24.6
10841,0.947,33143.6
10831,0.725,21.5
10841,0.987,4.6
10831,0.723,20.0
10841,0.982,23.2
10831,0.713,25.2
10841,0.987,20.4
10841,0.982,6.1
10831,0.728,24.5
10841,0.980,22.6
10831,0.726,17.9
10841,0.956,18936.7
10841,0.978,10.6
10841,0.993,7.8
10831,0.714,21.8
10841,0.979,50337.3
10831,0.730,16.4
10841,0.990,5.3
10841,0.977,23.9
10831,0.724,19.1
10841,0.988,22.4
10831,0.726,17.9
10841,0.989,5.0
10831,0.709,17.3
10841,0.968,14739.4
10841,0.988,5.1
10831,0.710,19.9
10841,0.992,6.1
10831,0.708,18.5
10841,0.979,25.1
10831,0.710,21.5
10841,0.982,4.6
10841,0.982,7.6
10841,0.994,10.1
10831,0.772,19.4
10841,0.975,117467.6
10831,0.710,20.8
10841,0.991,6.8
10841,0.987,7.3
