tid,seq_ratio,avg_stride
13701,0.984,9.5
13691,0.728,14.4
13691,0.720,21.3
13701,0.986,8.4
13691,0.720,22.9
13701,0.972,9.2
13691,0.703,15.6
13701,0.989,8.7
13691,0.733,19.5
13691,0.723,17.2
13701,0.987,7.9
13701,0.991,7.8
13701,0.993,8.0
13691,0.724,17.3
13691,0.732,17.0
13701,0.979,10.8
13691,0.732,21.7
13701,0.979,8.5
13691,0.724,26.1
13701,0.980,9.0
13691,0.733,23.2
13691,0.710,19.1
13701,0.980,10.2
13701,0.995,8.3
13701,0.992,8.0
13691,0.711,22.5
13701,0.983,8.5
13691,0.703,23.4
13691,0.731,16.6
13701,0.984,8.1
13691,0.719,24.9
13701,0.972,10.4
13691,0.737,30.3
13701,0.982,8.7
13691,0.727,14.2
13701,0.986,8.9
13701,0.989,8.0
13701,0.994,7.9
13691,0.729,19.5
13691,0.713,22.1
13691,0.728,15.4
13701,0.978,8.8
13691,0.724,19.7
13701,0.976,7.6
13691,0.717,22.1
13701,0.982,9.1
13691,0.721,20.9
13701,0.985,9.7
13701,0.991,7.6
13701,0.993,7.5
13691,0.721,23.1
13691,0.733,17.8
13701,0.985,8.1
13691,0.716,19.7
13691,0.730,24.5
13701,0.985,8.3
13691,0.726,20.4
13701,0.971,10.9
13691,0.709,18.7
13701,0.983,9.2
13691,0.729,15.5
13701,0.986,8.3
13701,0.993,8.0
13701,0.994,7.9
13691,0.715,21.8
13691,0.727,21.8
13691,0.732,27.5
13701,0.975,8.3
13691,0.727,21.9
13701,0.980,10.3
13691,0.735,25.1
13701,0.973,8.9
13691,0.719,29.5
13701,0.988,7.8
13691,0.724,19.1
13701,0.985,7.3
13691,0.713,23.3
13701,0.983,5.7
13701,0.990,8.5
13691,0.723,16.7
13701,0.978,5.6
13691,0.724,16.7
13701,0.979,7.4
13701,0.996,8.6
13701,0.994,7.9
13691,0.713,18.0
13701,0.972,10.5
13701,0.978,6.6
13691,0.724,22.7
13701,0.986,10.0
13691,0.721,11.1
13691,0.710,19.0
13701,0.975,8.0
13691,0.721,26.0
13701,0.986,8.6
13691,0.716,16.5
13701,0.950,15.6
13691,0.711,19.4
13701,0.986,9.0
13691,0.733,14.6
13701,0.974,8.0
13691,0.709,19.5
13691,0.720,16.2
13691,0.701,18.9
13701,0.984,8.0
13701,0.994,8.1
13701,0.993,8.1
13691,0.723,22.4
13701,0.987,8.0
13691,0.723,17.6
13701,0.982,8.2
13691,0.710,22.4
13701,0.977,8.1
13691,0.725,21.9
13691,0.716,20.7
13691,0.698,25.4
13701,0.981,10.0
13701,0.996,7.7
13701,0.994,7.5
13691,0.718,18.6
13701,0.978,14.6
13691,0.740,19.0
13691,0.722,23.9
13701,0.980,8.3
13691,0.727,21.5
13701,0.976,10.3
13691,0.720,16.9
13701,0.985,7.3
13701,0.993,8.3
13701,0.994,8.1
13691,0.720,20.2
13691,0.734,20.1
13701,0.974,11.7
13691,0.748,17.5
13691,0.730,25.3
13701,0.988,8.7
13691,0.716,22.8
13701,0.974,10.9
13691,0.719,15.5
13691,0.730,17.3
13701,0.986,10.3
13701,0.993,8.1
13701,0.992,7.8
13691,0.721,17.4
13701,0.986,9.5
13691,0.716,25.8
13691,0.727,22.4
13701,0.981,12.4
13691,0.736,23.7
13701,0.969,11.8
13691,0.726,15.9
13691,0.725,22.9
13701,0.988,7.6
13701,0.990,8.0
13701,0.993,8.0
13691,0.714,19.0
13691,0.713,27.3
13701,0.987,11.9
13691,0.731,15.4
13691,0.717,29.0
13701,0.985,8.6
13691,0.738,23.6
13701,0.983,8.6
13691,0.717,20.1
13701,0.977,9.3
13691,0.727,24.5
13701,0.988,8.4
13701,0.993,8.0
13701,0.994,7.7
13691,0.721,14.7
13691,0.735,23.1
13691,0.737,16.6
13701,0.976,11.5
13691,0.706,19.7
13701,0.982,13.1
13691,0.723,20.1
13701,0.977,8.9
13691,0.719,20.3
13691,0.723,29.5
13701,0.985,10.4
13701,0.992,8.1
13701,0.995,8.2
13691,0.714,12.8
13701,0.983,12.3
13691,0.729,23.3
13691,0.716,14.1
13701,0.982,8.3
13691,0.738,20.4
13691,0.716,17.2
13701,0.969,10.3
13691,0.733,21.0
13701,0.980,8.5
13701,0.991,8.6
13701,0.994,8.0
13701,0.992,7.9
13691,0.712,21.7
13691,0.710,16.7
13691,0.745,18.5
13701,0.979,8.6
13691,0.725,23.1
13691,0.741,24.6
13701,0.981,8.7
13691,0.709,17.9
13701,0.980,8.0
13691,0.727,18.1
13701,0.988,8.4
13701,0.995,7.6
13701,0.994,8.1
13691,0.727,18.1
13691,0.717,18.3
13701,0.971,10.7
13691,0.741,14.8
13701,0.988,8.2
13691,0.719,22.6
13691,0.727,17.2
13701,0.974,11.0
13691,0.719,17.7
13701,0.986,8.2
13701,0.989,7.7
13701,0.994,7.6
13701,0.993,7.7
13691,0.722,25.0
13691,0.722,18.9
13691,0.722,15.8
13701,0.975,15.7
13691,0.724,20.8
13701,0.983,9.6
13691,0.726,18.6
13691,0.728,17.4
13701,0.978,8.3
13701,0.990,8.5
13701,0.993,8.6
13701,0.992,7.7
13691,0.719,20.0
13691,0.719,20.0
13701,0.985,10.5
13691,0.729,16.0
13701,0.988,5.5
13701,0.985,7.2
13691,0.735,24.3
13701,0.984,6.7
13691,0.726,18.4
13701,0.978,7.0
13701,0.990,8.4
13701,0.995,8.6
13691,0.725,12.8
13701,0.988,7.9
13691,0.721,18.3
13701,0.970,9.7
13691,0.721,19.8
13701,0.982,9.6
13691,0.718,27.2
13701,0.976,10.0
13691,0.717,25.1
13701,0.974,4727.3
13691,0.726,20.2
13701,0.985,8.3
13691,0.721,21.7
13701,0.970,9.3
13691,0.722,18.6
13691,0.724,20.0
13691,0.722,24.1
13691,0.720,24.8
13701,0.985,8.0
13701,0.989,8.1
13701,0.992,8.3
333,0.308,437.4
13701,0.980,8.6
13691,0.726,19.3
13701,0.988,4.6
13691,0.710,19.2
13701,0.985,5.1
13691,0.733,23.6
13701,0.990,6.2
13691,0.713,24.5
13701,0.978,6.3
13701,0.987,7.6
13701,0.993,7.6
13701,0.992,9.8
13691,0.713,19.4
13701,0.986,8.0
13691,0.715,17.5
13701,0.966,11.8
13691,0.730,18.2
13701,0.984,8.3
13691,0.713,17.9
13701,0.975,12.5
13691,0.715,24.9
13701,0.982,8.9
13691,0.714,21.7
13701,0.974,9.8
13691,0.727,27.1
13691,0.717,23.7
13691,0.723,15.4
13701,0.985,7.9
13701,0.994,8.2
13701,0.994,8.0
13691,0.705,20.5
13701,0.978,9.4
13691,0.720,21.4
13701,0.976,8.2
13691,0.719,21.6
13701,0.981,9.0
13691,0.716,22.6
13691,0.707,26.1
13691,0.731,23.1
13701,0.981,9.2
13701,0.993,7.9
13691,0.726,18.8
13701,0.986,7.8
13691,0.723,21.7
13701,0.984,8.5
13691,0.709,26.7
13701,0.973,8.4
13691,0.725,23.1
13691,0.723,20.4
13691,0.720,12.8
13701,0.977,9.7
13691,0.720,17.9
13701,0.985,8.5
13701,0.994,7.4
13701,0.993,8.0
13691,0.726,16.7
13701,0.969,17.5
13691,0.723,19.2
13691,0.729,29.1
13701,0.979,8.6
13691,0.720,19.6
13701,0.977,10.2
13691,0.717,18.8
13691,0.733,23.2
13691,0.714,19.5
13701,0.978,8.8
13701,0.993,7.9
13701,0.994,7.7
13691,0.734,23.5
13701,0.965,9446.8
13691,0.718,14.1
13701,0.988,8.4
13691,0.718,20.4
13691,0.726,17.0
13701,0.969,9.8
13691,0.715,22.5
13691,0.725,26.0
13691,0.726,21.5
13701,0.980,9.0
13701,0.993,8.1
13701,0.993,7.9
13691,0.725,19.6
13701,0.978,8.5
13691,0.723,19.1
13701,0.985,8.2
13691,0.722,18.9
13701,0.974,8.7
13691,0.726,18.6
13691,0.723,23.6
13691,0.739,23.8
13691,0.730,25.0
13701,0.979,9.5
13701,0.995,7.9
13701,0.992,7.5
13701,0.984,8.0
13691,0.713,21.8
13691,0.718,21.0
13701,0.984,9.4
13691,0.716,20.6
13701,0.974,10.2
13691,0.723,26.6
13701,0.982,9.2
13691,0.729,25.0
13701,0.989,8.3
13701,0.992,7.6
13701,0.993,8.2
13691,0.724,28.4
13691,0.732,16.2
13701,0.975,8.9
13691,0.704,25.7
13701,0.986,8.5
13691,0.716,16.4
13701,0.973,7.9
13691,0.725,16.2
13701,0.983,9.0
13691,0.721,20.5
13701,0.991,7.9
13701,0.993,7.8
13691,0.715,18.6
13701,0.979,9.0
13691,0.726,21.6
13691,0.722,25.1
13701,0.986,8.3
13691,0.729,18.7
13701,0.971,10.2
13691,0.720,16.8
13701,0.976,8.4
13691,0.727,22.1
13701,0.987,8.3
13701,0.992,8.2
13701,0.995,7.8
13691,0.708,25.0
13691,0.725,29.6
13691,0.729,21.9
13701,0.974,11.3
13691,0.722,20.1
13701,0.986,9.8
13691,0.738,21.7
13701,0.976,11.3
13691,0.723,19.6
13691,0.710,21.2
13701,0.983,8.6
13701,0.988,8.0
13701,0.994,7.8
13691,0.707,21.7
13701,0.986,8.0
13691,0.723,20.3
13691,0.714,25.6
13701,0.985,8.5
13691,0.730,20.0
13701,0.981,8.5
13691,0.717,20.9
13701,0.977,10.8
13691,0.720,24.0
13701,0.985,7.1
13691,0.721,21.0
13701,0.994,5.0
13691,0.729,20.9
13701,0.984,5.9
13701,0.987,9.4
13691,0.722,14.6
13701,0.984,5.1
13691,0.733,14.1
13701,0.975,5.3
13691,0.712,17.1
13701,0.982,6.3
13701,0.994,9.1
13701,0.994,8.2
13701,0.981,11.0
13691,0.728,20.1
13701,0.987,7347.4
13691,0.710,19.2
13701,0.975,8.9
13691,0.715,12.2
13691,0.719,22.8
13701,0.976,10.7
13701,0.973,14.1
13691,0.729,25.0
13691,0.720,22.4
13701,0.980,8.6
13691,0.726,20.3
13701,0.978,9.5
13691,0.714,19.4
13701,0.986,5.6
13701,0.983,4.4
13691,0.724,19.1
13701,0.988,4.5
13701,0.991,7.6
13701,0.993,7.8
13691,0.729,21.2
13701,0.984,12.3
13691,0.720,21.7
13701,0.986,5.0
13691,0.724,19.5
13701,0.977,8.8
13701,0.971,6.6
13691,0.711,22.0
13701,0.989,7.9
13701,0.994,7.9
13701,0.984,9.6
13691,0.706,15.9
13701,0.984,10.4
13691,0.722,26.1
13701,0.982,8.0
13691,0.713,16.1
13701,0.963,8.4
13691,0.724,20.1
13701,0.975,11.9
13701,0.977,12.5
13691,0.709,16.7
13701,0.985,10.3
13691,0.724,20.1
13691,0.727,26.5
13701,0.977,7.9
13691,0.717,21.9
13691,0.709,16.2
13701,0.984,8.4
13701,0.995,7.9
13701,0.993,7.2
13691,0.724,21.3
13691,0.721,16.4
13701,0.982,9.5
13691,0.729,26.1
13701,0.977,13.0
13691,0.721,26.7
13701,0.981,9.7
13691,0.719,20.7
13691,0.716,20.4
13691,0.719,23.2
13701,0.982,9.4
13701,0.995,7.5
13701,0.985,11.1
13691,0.716,29.9
13701,0.991,9.1
13691,0.705,17.0
13701,0.977,11.2
13691,0.704,21.1
13691,0.732,24.8
13691,0.732,12.6
13691,0.717,15.4
13701,0.980,8.5
13701,0.995,8.0
13701,0.993,8.1
13691,0.715,19.7
13701,0.981,11.3
13691,0.719,28.8
13691,0.732,20.8
13701,0.981,10.3
13691,0.713,14.8
13701,0.982,9.0
13691,0.719,22.8
13691,0.725,20.6
13701,0.980,9.4
13701,0.993,7.7
13701,0.994,8.1
13691,0.726,21.5
13691,0.717,24.5
13701,0.978,9.0
13691,0.724,20.7
13701,0.989,8.3
13691,0.731,13.9
13701,0.977,9.3
13691,0.716,19.6
13691,0.736,20.7
13701,0.982,8.2
13691,0.707,20.1
13701,0.990,8.1
13701,0.995,7.6
13701,0.982,9.7
13691,0.728,20.4
13691,0.725,16.9
13701,0.982,9.7
13691,0.739,24.9
13701,0.973,8.9
13691,0.740,24.9
13701,0.986,8.5
13691,0.700,23.2
13701,0.987,8.3
13701,0.994,8.0
13701,0.987,8.0
13691,0.723,20.0
13691,0.727,18.0
13691,0.717,19.7
13691,0.717,27.0
13701,0.981,8.2
13701,0.985,8.5
13691,0.727,17.4
13691,0.730,21.9
13701,0.972,8.8
13691,0.727,17.7
13691,0.717,18.1
13701,0.984,8.5
13701,0.995,7.9
13701,0.996,7.8
13701,0.991,7.7
13691,0.721,21.9
13691,0.726,21.0
13691,0.727,18.1
13701,0.973,10.2
13691,0.722,16.1
13701,0.980,7.6
13691,0.722,15.1
13691,0.732,18.2
13691,0.726,20.2
13701,0.978,8.2
13701,0.993,7.9
13701,0.992,8.0
13691,0.721,22.4
13701,0.987,7.9
13691,0.716,21.1
13701,0.982,7.6
13691,0.717,19.9
13701,0.984,9.0
13691,0.726,21.8
13701,0.970,8.8
13691,0.733,16.1
13701,0.984,9.7
13701,0.992,7.8
13701,0.994,8.0
13691,0.718,19.3
13701,0.983,13.3
13691,0.707,22.7
13691,0.726,20.6
13701,0.982,11.7
13691,0.732,18.8
13701,0.980,7.4
13691,0.716,23.7
13691,0.709,24.5
13701,0.985,10.7
13691,0.716,18.3
13701,0.987,9.2
13701,0.993,7.4
13701,0.993,8.2
13691,0.727,21.3
13691,0.734,16.8
13701,0.979,8.6
13691,0.719,22.8
13701,0.986,8.3
13691,0.717,24.5
13701,0.971,10.1
13691,0.715,28.6
13701,0.984,10.8
13691,0.729,18.5
13701,0.986,5.6
13691,0.729,11.1
13701,0.986,6.8
13691,0.719,17.8
13701,0.974,6.9
13691,0.723,17.9
13701,0.971,6.6
13691,0.714,22.7
13701,0.975,5.1
13701,0.993,8.1
13701,0.993,8.9
13701,0.982,8.2
13691,0.701,20.1
13701,0.987,8.6
13691,0.716,24.5
13701,0.976,10.2
13691,0.713,19.8
13691,0.712,31.9
13701,0.965,9.2
13701,0.977,12.2
13691,0.717,15.4
13701,0.988,10.1
13691,0.722,19.2
13701,0.976,9.0
13691,0.723,20.6
13691,0.708,17.5
13701,0.977,9.6
13701,0.994,8.0
13701,0.992,8.4
13691,0.711,19.5
13691,0.716,22.5
13701,0.974,8.1
13691,0.724,18.5
13701,0.992,8.3
13691,0.727,24.6
13691,0.725,19.5
13701,0.975,10.2
13691,0.735,16.5
13691,0.721,28.1
13701,0.981,9.9
13701,0.989,8.3
13701,0.993,7.8
13691,0.717,20.6
13701,0.985,10.7
13691,0.732,18.5
13701,0.987,9.2
13691,0.728,14.7
13691,0.724,18.9
13701,0.980,9.5
13691,0.729,18.1
13701,0.979,8.8
13701,0.988,8.3
13701,0.994,7.9
13701,0.986,7.5
13691,0.719,22.7
13691,0.724,21.5
13691,0.726,21.9
13691,0.740,19.0
13701,0.975,8.5
13701,0.988,8.4
13691,0.708,25.1
13691,0.742,20.6
13701,0.978,7.7
13691,0.729,17.5
13701,0.984,8.5
13701,0.991,7.6
13701,0.996,8.1
13691,0.730,16.9
13691,0.712,23.9
13691,0.716,29.5
13701,0.980,8.1
13691,0.729,23.4
13691,0.737,20.3
13701,0.991,8.8
13691,0.731,19.5
13701,0.977,8.7
13691,0.735,16.2
13691,0.724,25.2
13701,0.976,7.5
13701,0.994,8.0
13701,0.992,7.9
13691,0.721,17.3
13701,0.984,11.3
13691,0.729,20.5
13691,0.729,22.3
13701,0.987,7.6
13691,0.733,22.5
13701,0.981,8.1
13691,0.716,27.0
13701,0.977,8.9
13701,0.991,10.0
13701,0.995,8.0
13701,0.992,7.6
13691,0.715,17.9
13691,0.720,20.1
13691,0.711,25.5
13691,0.738,16.4
13701,0.980,9.1
13691,0.731,20.9
13701,0.989,8.9
13691,0.720,16.9
13701,0.978,10.0
13691,0.724,18.7
13701,0.989,7.9
13701,0.993,7.6
13701,0.994,8.0
13691,0.728,19.0
13691,0.723,15.3
13691,0.717,21.2
13701,0.976,9.2
13691,0.712,22.4
13701,0.988,8.2
13691,0.723,19.2
13701,0.978,8.2
13691,0.719,19.7
13691,0.719,16.2
13701,0.983,8.4
13701,0.993,7.7
13701,0.992,7.9
13691,0.717,16.3
13701,0.987,7.5
13691,0.727,14.1
13701,0.988,7.8
13691,0.722,20.5
13691,0.721,18.0
13701,0.985,8.7
13691,0.728,20.1
13701,0.978,8.8
13691,0.729,23.0
13701,0.981,7.4
13701,0.995,8.1
13701,0.995,7.6
13691,0.726,19.4
13701,0.986,9.1
13691,0.714,21.6
13691,0.732,18.8
13701,0.984,8.0
13691,0.720,21.4
13691,0.724,20.9
13701,0.984,8.0
13691,0.697,26.9
13701,0.975,9.3
13701,0.991,8.1
13701,0.994,7.8
13701,0.994,7.8
13691,0.718,17.8
13691,0.701,25.5
13691,0.727,20.6
13701,0.979,9.7
13691,0.719,17.2
13701,0.987,9.2
13691,0.721,27.8
13701,0.974,8.5
13691,0.728,12.6
13691,0.721,25.6
13701,0.981,8.9
13701,0.994,8.1
13701,0.994,7.7
13691,0.727,22.6
13701,0.986,7347.7
13691,0.734,14.1
13691,0.711,20.0
13701,0.983,9.1
13691,0.717,23.6
13701,0.981,8.5
13691,0.700,22.0
13701,0.978,9.2
13691,0.706,19.2
13701,0.985,5.1
13691,0.712,22.1
13701,0.983,5.8
13691,0.709,22.5
13701,0.963,6.5
13691,0.722,17.0
13701,0.984,7.2
13701,0.994,8.3
13701,0.985,10.8
13691,0.707,17.8
13701,0.992,8.5
13691,0.721,21.6
13691,0.716,27.3
13701,0.977,9.7
13691,0.713,17.6
13691,0.708,18.7
13701,0.977,7.4
13701,0.991,7.8
13691,0.727,26.0
13701,0.985,10.0
13691,0.730,23.6
13701,0.987,8.2
13691,0.702,23.8
13701,0.976,8.7
13691,0.717,21.7
13691,0.716,20.2
13691,0.729,23.6
13701,0.985,8.3
13701,0.995,8.0
13701,0.994,7.8
13691,0.721,17.0
13691,0.719,19.2
13701,0.980,9.5
13691,0.717,20.7
13701,0.982,10.4
13691,0.724,26.0
13701,0.986,8.3
13691,0.709,17.6
13691,0.708,22.0
13691,0.726,14.9
13701,0.985,8.2
13701,0.996,7.7
13701,0.993,7.6
13691,0.719,22.5
13701,0.985,8.7
13691,0.726,24.5
13701,0.982,8.4
13691,0.728,20.2
13701,0.982,9.9
13691,0.714,20.8
13691,0.709,18.3
13691,0.721,20.3
13701,0.988,7.9
13701,0.994,7.9
13691,0.709,24.1
13701,0.983,15.5
13691,0.725,17.4
13701,0.992,8.8
13691,0.726,24.6
13691,0.720,19.8
13701,0.981,9.4
13691,0.719,15.6
13691,0.737,16.9
13691,0.705,20.7
13701,0.981,8.0
13701,0.994,7.9
13701,0.995,7.6
13691,0.715,17.2
13701,0.981,8.4
13691,0.723,19.8
13701,0.991,8.2
13691,0.724,19.0
13701,0.983,9.1
13691,0.725,16.9
13691,0.731,18.3
13691,0.728,26.8
13691,0.711,17.7
13701,0.981,8.5
13701,0.993,7.9
13701,0.994,7.8
13691,0.716,17.9
13701,0.983,7.9
13691,0.696,20.4
13701,0.992,8.1
13691,0.719,20.4
13701,0.978,8.2
13691,0.716,16.0
13701,0.975,10.0
13701,0.992,7.9
13701,0.994,7.5
13691,0.715,25.9
13691,0.723,20.8
13701,0.983,7.9
13691,0.712,18.4
13691,0.726,19.2
13701,0.985,8.5
13691,0.718,23.6
13701,0.980,9.1
13691,0.722,21.0
13701,0.981,10.1
13691,0.720,20.2
13701,0.992,9.3
13701,0.993,7.9
13701,0.994,7.4
13691,0.712,24.9
13691,0.729,22.0
13691,0.713,24.8
13701,0.981,7.5
13691,0.726,17.4
13691,0.704,15.4
13701,0.993,8.3
13691,0.726,22.1
13701,0.968,10.3
13691,0.716,19.5
13701,0.980,9.0
13701,0.994,7.8
13701,0.993,7.7
13691,0.697,25.7
13701,0.989,8.5
13691,0.714,19.7
13691,0.730,24.6
13701,0.983,8.6
13691,0.717,19.2
13701,0.981,8.3
13691,0.720,24.5
13701,0.986,7.9
13691,0.734,23.1
13701,0.989,7.8
13701,0.995,7.6
13701,0.993,7.8
13691,0.723,25.6
13691,0.715,18.1
13691,0.716,19.9
13701,0.979,9.7
13691,0.719,19.1
13701,0.988,7.8
13691,0.725,27.7
13701,0.979,8.5
13691,0.717,22.6
13701,0.982,8.5
13701,0.993,8.2
13701,0.996,8.1
13691,0.719,21.6
13691,0.701,22.5
13691,0.719,17.6
13701,0.982,9.3
13691,0.730,20.2
13701,0.988,10.1
13691,0.724,21.1
13701,0.983,8.1
13691,0.715,24.1
13691,0.718,16.1
13701,0.984,10.2
13701,0.990,7.8
13701,0.994,8.1
13691,0.706,31.3
13691,0.733,18.8
13701,0.985,9.0
13691,0.716,23.3
13701,0.988,8.1
13691,0.719,21.0
13701,0.984,11.2
13691,0.730,27.4
13691,0.719,23.5
13701,0.978,10.5
13691,0.724,17.7
13701,0.983,8.0
13701,0.995,7.5
13701,0.993,7.9
13701,0.992,8.9
13691,0.733,16.3
13701,0.982,5.8
13691,0.727,22.1
13701,0.985,6.4
13691,0.725,17.2
13701,0.976,7.0
13691,0.728,17.8
13701,0.977,5.5
13701,0.975,6.5
13701,0.992,9.6
13701,0.994,9.0
13691,0.709,31.4
13701,0.978,8393.6
13691,0.719,26.2
13701,0.990,8.3
13691,0.728,18.9
13701,0.981,8.1
13691,0.705,25.7
13701,0.978,9.0
13691,0.719,20.4
13701,0.980,11.5
13691,0.709,21.9
13701,0.989,8.2
13691,0.730,19.2
13701,0.976,8.3
13691,0.700,25.3
13701,0.981,7.7
13701,0.994,7.9
13701,0.995,8.0
13691,0.703,27.1
13691,0.722,14.9
13691,0.720,24.2
13701,0.979,10.6
13691,0.722,21.1
13701,0.987,9.1
13691,0.723,19.2
13701,0.981,8.9
13691,0.727,22.7
13701,0.984,8.0
13701,0.995,7.9
13701,0.992,7.8
13691,0.717,25.0
13691,0.715,17.3
13691,0.718,22.1
13701,0.976,9.1
13691,0.729,39.1
13701,0.991,7.7
13691,0.724,17.7
13691,0.726,18.5
13701,0.977,8.7
13691,0.727,18.2
13701,0.982,8.9
13701,0.992,8.1
13701,0.995,7.6
13691,0.716,23.9
13691,0.727,21.6
13701,0.981,13.5
13691,0.725,18.8
13691,0.703,30.3
13701,0.985,10.9
13691,0.723,19.0
13701,0.983,9.9
13691,0.708,18.9
13701,0.981,9.1
13701,0.987,7.9
13701,0.995,7.6
13701,0.993,8.3
13691,0.723,24.0
13691,0.706,18.0
13691,0.698,20.6
13691,0.727,22.2
13701,0.981,8.1
13691,0.728,22.5
13701,0.985,8.2
13691,0.726,19.3
13701,0.979,7.7
13691,0.720,16.5
13701,0.981,9.1
13701,0.992,7.8
13701,0.996,8.0
13691,0.719,19.9
13691,0.735,17.5
13691,0.724,17.8
13701,0.983,11.6
13691,0.726,22.9
13701,0.987,8.0
13691,0.736,20.8
13701,0.978,8.7
13691,0.723,24.8
13701,0.984,8.5
13701,0.994,8.0
13701,0.994,8.3
13691,0.707,21.8
13691,0.721,15.5
13701,0.984,8.9
13691,0.715,24.8
13691,0.714,23.8
13701,0.987,8.1
13691,0.724,21.6
13701,0.981,9.5
13691,0.720,28.6
13701,0.974,12.4
13691,0.709,15.5
13701,0.989,9.4
13701,0.993,7.9
13701,0.996,7.7
13691,0.720,20.2
13691,0.723,19.1
13691,0.738,22.4
13701,0.978,10.2
13691,0.716,28.5
13701,0.984,8.4
13691,0.713,15.1
13701,0.979,9.3
13691,0.711,22.1
13701,0.984,9.1
13701,0.993,8.0
13701,0.995,8.6
13691,0.721,23.6
13691,0.708,25.8
13691,0.717,21.6
13701,0.975,13.7
13691,0.726,16.6
13701,0.987,9.9
13691,0.727,17.8
13701,0.982,7.7
13691,0.707,19.5
13701,0.988,8.2
13691,0.721,16.8
13701,0.991,7.5
13701,0.994,8.0
13691,0.722,19.5
13701,0.985,7.8
13691,0.738,19.1
13691,0.731,24.0
13701,0.982,8.0
13691,0.726,19.9
13701,0.983,9.5
13691,0.702,19.3
13701,0.983,8.2
13691,0.725,27.0
13701,0.984,10.8
13701,0.995,8.2
13701,0.993,8.0
13691,0.716,28.7
13691,0.735,17.6
13691,0.721,23.4
13701,0.975,11.8
13691,0.734,15.8
13701,0.991,7.9
13691,0.708,16.3
13701,0.982,7.8
13691,0.712,22.0
13701,0.983,7.9
13701,0.987,7.8
13701,0.994,8.3
13691,0.716,14.6
13691,0.699,19.0
13701,0.985,7.8
13691,0.727,17.7
13701,0.985,8.0
13691,0.701,28.1
13701,0.984,11.3
13691,0.717,24.6
13701,0.977,8.2
13691,0.717,20.1
13691,0.715,21.1
13701,0.983,8.1
13701,0.993,7.9
13701,0.995,8.1
13701,0.987,8.1
13691,0.705,25.5
13701,0.984,6.2
13691,0.718,22.5
13701,0.976,9.9
13691,0.730,14.7
13701,0.965,6.9
13691,0.717,25.1
13701,0.977,5.6
13691,0.717,17.3
13701,0.975,8.1
13701,0.993,8.8
13701,0.992,8.9
13701,0.981,9.3
13691,0.712,18.6
13701,0.990,8.2
13691,0.724,21.7
13691,0.715,25.1
13701,0.982,12.8
13691,0.716,18.3
13701,0.969,13.3
13691,0.727,19.8
13701,0.982,10.3
13691,0.713,25.7
13701,0.981,8.4
13691,0.696,16.8
13701,0.982,8.1
13701,0.986,7.5
13701,0.997,7.6
13691,0.696,18.9
13701,0.986,8.3
13691,0.718,20.2
13691,0.731,20.9
13701,0.986,8.0
13691,0.732,20.4
13701,0.981,9.0
13691,0.744,18.4
13701,0.981,7.9
13701,0.991,7.9
13701,0.993,8.0
13691,0.725,19.1
13691,0.715,29.5
13701,0.989,12.5
13691,0.722,19.3
13691,0.712,24.8
13701,0.982,8.0
13691,0.716,17.4
13701,0.985,8.0
13691,0.726,16.2
13701,0.975,8.2
13701,0.986,9.6
13701,0.995,8.0
13701,0.993,8.3
13691,0.705,21.0
13691,0.732,20.8
13691,0.718,19.9
13691,0.727,33.7
13691,0.733,27.3
13701,0.978,7.8
13691,0.731,28.1
13701,0.992,9.8
13691,0.732,17.4
13701,0.975,12.9
13691,0.711,26.1
13701,0.985,7.7
13701,0.993,7.7
13701,0.995,7.6
13691,0.734,12.3
13691,0.718,16.9
13701,0.989,7.8
13691,0.715,26.2
13691,0.726,24.4
13701,0.984,10.6
13691,0.719,21.4
13701,0.980,8.6
13691,0.706,16.7
13701,0.985,8.3
13701,0.989,8.2
13701,0.994,7.8
13691,0.717,17.2
13691,0.713,15.2
13701,0.987,11.0
13691,0.723,15.3
13691,0.736,22.8
13701,0.983,8.3
13691,0.700,20.2
13701,0.984,9.9
13691,0.696,29.9
13701,0.981,10.7
13691,0.727,17.1
13701,0.984,8.7
13701,0.995,8.1
13701,0.994,7.7
13691,0.714,20.4
13691,0.723,23.9
13691,0.718,21.9
13701,0.978,9.0
13691,0.735,21.4
13701,0.987,8.9
13691,0.721,16.4
13701,0.978,8.3
13691,0.718,23.4
13701,0.982,8.6
13701,0.994,8.2
13701,0.996,7.9
13691,0.724,25.6
13691,0.708,22.2
13701,0.984,11.0
13691,0.715,22.8
13691,0.719,28.9
13701,0.984,8.2
13691,0.717,18.4
13701,0.986,8.3
13691,0.713,16.4
13701,0.982,10.6
13691,0.709,19.5
13701,0.989,8.1
13701,0.995,7.6
13701,0.995,7.3
13691,0.710,17.5
13691,0.725,25.3
13691,0.742,20.3
13701,0.980,9.4
13691,0.710,18.5
13701,0.986,9.0
13691,0.722,20.1
13701,0.983,9.3
13691,0.736,17.6
13701,0.981,8.5
13701,0.995,8.5
13701,0.994,7.4
13691,0.714,24.5
13691,0.729,28.5
13701,0.986,7.9
13691,0.722,15.0
13691,0.726,16.3
13701,0.982,13.1
13691,0.708,21.0
13701,0.983,8.6
13691,0.705,15.7
13701,0.987,9.2
13701,0.988,9.8
13701,0.993,8.1
13701,0.996,8.1
13691,0.714,21.5
13691,0.739,18.0
13691,0.704,24.1
13701,0.982,9.2
13691,0.720,24.5
13701,0.984,9.2
13691,0.717,23.2
13691,0.883,35.3
